latitude,longitude,length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
38.0227,-111.13692,100,Steel Plate,Round,Somewhat excessively drained,8.1,7.5,0,Sandy loam,None,Utah,36,1
38.02457,-111.13473,60,Steel Plate,Round,Somewhat excessively drained,8.1,7.5,0,Sandy loam,None,Utah,23,3
37.749,-112.3649,50,Steel Plate,Round,Well drained,12.3,8.8,1,Silt loam,None,Utah,18,3
37.6683,-112.1097,48,Steel Plate,Round,Well drained,7.5,8.2,1,Sandy loam,None,Utah,18,4
37.6035,-112.06057,56,Steel Plate,Round,Well drained,7.5,8.2,1,Sandy loam,None,Utah,9,3
37.60262,-112.06062,58,Steel Plate,Round,Well drained,7.5,8.2,1,Sandy loam,None,Utah,9,4
37.7431,-111.70692,44,Steel Plate,Round,Well drained,18.5,8.3,0,Very fine sandy loam,None,Utah,8,2
37.74513,-111.45097,15,High Density Polyethylene,Round,Well drained,7,8.5,0,Very gravelly sandy loam,None,Utah,40,3
37.74518,-111.45103,51,Steel Plate,Round,Well drained,7,8.5,0,Very gravelly sandy loam,None,Utah,39,4
37.4608,-111.45098,46,Steel Plate,Round,Well drained,7,8.5,0,Very gravelly sandy loam,None,Utah,39,3
41.85765,-112.14645,46,Corrugated Steel,Round,Well drained,9.1,8.6,1,Silt loam,None,Utah,30,2
41.8722,-112.14813,48,Reinforced Concrete,Round,Well drained,9.2,8.6,1,Silt loam,None,Utah,30,2
37.0042,-113.62125,70,Corrugated Steel,Round,Well drained,4.8,8.2,1,Very cobbly loam,None,Utah,40,1
37.01615,-113.61252,100,Corrugated Steel,Round,Well drained,6.4,8.6,1,Fine sandy loam,None,Utah,17,3
37.24095,-113.3557,60,Corrugated Steel,Round,Well drained,10.9,8.8,2,Fine sandy loam,None,Utah,17,4
37.73387,-113.04677,200,Corrugated Steel,Round,Somewhat excessively drained,5.3,8.8,1.9,Very gravelly loam,None,Utah,17,4
37.73387,-113.04677,15,High Density Polyethylene,Round,Somewhat excessively drained,5.3,8.8,1.9,Very gravelly loam,None,Utah,17,4
38.67643,-112.59258,100,Corrugated Steel,Round,Well drained,4.5,8.6,1,Very stony loam,None,Utah,17,3
38.7746,-112.54408,100,Corrugated Steel,Round,Well drained,4.5,8.6,1,Very stony loam,None,Utah,23,3
38.99738,-112.3182,100,Corrugated Steel,Round,Well drained,4.5,8.6,1,Very stony loam,None,Utah,34,3
39.06737,-112.28367,60,Corrugated Steel,Arch,Well drained,12.3,8.7,1,Very fine sandy loam,None,Utah,39,3
39.06737,-112.28367,60,Corrugated Steel,Arch,Well drained,12.3,8.7,1,Very fine sandy loam,None,Utah,35,3
39.20002,-112.17867,100,Corrugated Steel,Round,Well drained,4.1,8.4,1,Very gravelly loam,None,Utah,35,2
39.94284,-111.80975,150,Reinforced Concrete,Round,Well drained,4.1,7.8,1,Gravelly loam,None,Utah,34,0
40.11472,-111.6689,100,Corrugated Steel,Round,Somewhat poorly drained,16.6,8.3,3.9,Silty clay,None,Utah,30,2
40.2541,-111.69852,94,Reinforced Concrete,Round,Excessively drained,2.9,8.2,3.1,Fine sand,None,Utah,17,2
40.25558,-111.70013,94,Reinforced Concrete,Round,Well drained,4.6,7.9,1,Silt loam,None,Utah,17,3
40.28471,-111.72574,304,Unreinforced Concrete,Round,Well drained,4.6,7.9,1,Silt loam,None,Utah,34,0
40.28615,-111.72537,528,Unreinforced Concrete,Round,Well drained,4.6,7.9,1,Silt loam,None,Utah,34,0
40.42287,-111.88135,225,Reinforced Concrete,Round,Well drained,4.6,7.9,1,Silt loam,None,Utah,35,3
40.42543,-111.88417,225,Reinforced Concrete,Round,Well drained,4.6,7.9,1,Silt loam,None,Utah,17,3
41.29198,-112.02639,186,Reinforced Concrete,Round,Well drained,9.3,7.6,0.7,Fine sandy loam,None,Utah,36,0
41.29891,-112.02633,207,Reinforced Concrete,Round,Well drained,3.2,8.3,0,Fine sandy loam,None,Utah,36,1
41.31233,-112.02557,216,Reinforced Concrete,Round,Somewhat poorly drained,10.6,9.7,23.1,Fine sandy loam,Occasional,Utah,36,2
41.36145,-112.04288,94,Corrugated Steel,Round,Well drained,10.9,8,0.7,Loam,None,Utah,34,3
41.68697,-112.15503,650,Reinforced Concrete,Round,Somewhat poorly drained,18.6,8.7,5.1,Silt loam,rare,Utah,17,2
41.69203,-112.16589,60,Reinforced Concrete,Round,Moderately well drained,19.2,8.8,1,Silty clay loam,None,Utah,35,0
41.4621,-111.10035,60,Corrugated Steel,Round,Well drained,10.6,8.4,1,Loam,None,Utah,35,2
37.12523,-113.6005,50,High Density Polyethylene,Round,Somewhat excessively drained,2.4,7.6,1,Loamy fine sand,None,Utah,35,1
37.13175,-113.60272,25,High Density Polyethylene,Round,Somewhat excessively drained,2.4,7.6,1,Loamy fine sand,None,Utah,35,3
38.83988,-113.99123,67,Corrugated Steel,Arch,Well drained,5.8,8.5,7.3,Gravelly loam,None,Utah,9,4
38.30268,-112.96928,50,Steel Plate,Round,Well drained,5.6,8.4,1.7,Gravelly loam,None,Utah,40,4
38.29495,-112.96842,60,Steel Plate,Round,Well drained,5.6,8.4,1.7,Gravelly loam,None,Utah,40,4
38.21535,-112.85987,60,Corrugated Steel,Round,Well drained,4.3,8.4,0.6,Coarse sandy loam,None,Utah,40,3
38.25517,-112.76373,50,Corrugated Steel,Arch,Poorly drained,17.3,8.3,12,Clay loam,rare,Utah,45,3
38.27377,-112.71035,50,Corrugated Steel,Round,Well drained,5.2,8.8,2,Sandy loam,None,Utah,45,4
41.68038,-111.96125,36,Corrugated Steel,Round,Well drained,14.4,7.7,1,Silt loam,None,Utah,35,2
38.33998,-111.54028,30,High Density Polyethylene,Round,Well drained,3.7,8.1,5.7,Gravelly fine sandy loam,None,Utah,23,0
38.30253,-111.47315,50,Steel Plate,Round,Well drained,7,8.1,1.3,Gravelly sandy loam,None,Utah,23,3
39.38047,-111.9276,94,Corrugated Steel,Round,Well drained,12.5,8.5,1,Loam,None,Utah,23,0
39.38386,-111.92764,94,Corrugated Steel,Round,Well drained,12.6,6.9,0,Cobbly loam,None,Utah,13,3
40.59953,-111.24187,39,Reinforced Concrete,Round,Well drained,12.6,6.9,0,Cobbly loam,None,Utah,18,3
40.59242,-111.2424,50,Steel Plate,Arch,Well drained,18.9,6.9,0,Loam,None,Utah,18,3
40.42128,-110.7967,54,Corrugated Steel,Round,Somewhat poorly drained,10.9,7.1,1,Loam,Occasional,Utah,45,3
40.30818,-110.63768,74,Corrugated Steel,Round,Somewhat poorly drained,5.9,7.7,0.5,Moderately decomposed plant material,Occasional,Utah,18,2
41.2493,-111.88345,60,Reinforced Concrete,Round,Well drained,7.3,6.5,0,Cobbly loam,None,Utah,13,3
41.2544,-111.8595,50,Reinforced Concrete,Round,Well drained,7.3,8.5,0,Cobbly loam,None,Utah,13,3
41.2556,-111.8346,60,Corrugated Steel,Round,Well drained,21.2,6.5,0.1,Clay loam,None,Utah,23,3
41.2495,-111.7848,50,Steel Plate,Round,Well drained,21.2,6.5,0.1,Clay loam,None,Utah,23,3
40.71663,-111.4867,200,Corrugated Steel,Round,Well drained,15.3,7.9,0.6,Gravelly loam,None,Utah,13,3
40.71523,-111.4819,94,Corrugated Steel,Round,Well drained,15.3,7.9,0.6,Gravelly loam,None,Utah,43,2
40.36277,-109.61633,96,Corrugated Steel,Round,Well drained,7.8,8.5,1,Gravelly loam,None,Utah,43,2
40.36647,-109.614,102,Corrugated Steel,Round,Well drained,7.8,8.5,1,Gravelly loam,None,Utah,43,2
40.3776,-109.6059,110,Corrugated Steel,Ellipse/Squashed,Somewhat excessively drained,4.7,8.5,1.9,Cobbly sandy loam,Occasional,Utah,43,3
38.20193,-112.17473,70,Corrugated Steel,Round,Somewhat excessively drained,4.7,8.5,1.9,Cobbly sandy loam,Occasional,Utah,42,3
38.39497,-111.9315,88,Corrugated Steel,Round,Well drained,4.1,8.4,2.3,Cobbly loam,None,Utah,42,3
38.56097,-111.85517,74,Corrugated Steel,Round,Poorly drained,16.1,8.3,1,Loam,very rare,Utah,42,3
40.7665,-111.71,200,Corrugated Steel,Round,Well drained,13.8,7,0,Loam,None,Utah,35,1
40.76872,-111.71095,94,Corrugated Steel,Round,Well drained,13.8,7,0,Loam,None,Utah,35,3
40.03645,-111.95827,34,Reinforced Concrete,Round,Well drained,6.2,8.5,1,Fine sandy loam,None,Utah,42,3
40.2197,-111.88148,40,Unreinforced Concrete,Round,Well drained,4.5,8.4,1,Stony loam,None,Utah,42,3
40.42587,-111.92687,74,Unreinforced Concrete,Round,Well drained,9.7,7.7,1,Very fine sandy loam,None,Utah,40,3
38.5555,-112.36362,150,Corrugated Steel,Round,Somewhat excessively drained,4.2,8.5,1.9,Cobbly sandy loam,Occasional,Utah,28,2
38.73875,-112.11398,200,Corrugated Steel,Round,Somewhat excessively drained,4.2,8.5,1.9,Cobbly sandy loam,Occasional,Utah,21,4
38.91905,-111.87955,150,Corrugated Steel,Round,Well drained,5.3,7.8,9.4,Loam,None,Utah,21,3
38.78773,-111.50067,150,Corrugated Steel,Round,Well drained,15.9,7.9,0.1,Gravelly fine sandy loam,None,Utah,21,3
38.87097,-110.76882,60,Corrugated Steel,Round,Well drained,11.1,8.3,2.2,Fine sandy loam,None,Utah,21,4
38.9051,-110.5412,170,Corrugated Steel,Round,Well drained,8.5,8.4,0.3,Gravelly sandy loam,None,Utah,28,2
38.90568,-110.53425,130,Corrugated Steel,Round,Well drained,8.5,8.4,0.3,Gravelly sandy loam,None,Utah,28,3
38.95023,-110.31822,145,Corrugated Steel,Arch,Well drained,15.2,9.1,12,Silty clay loam,None,Utah,28,3
38.95273,-110.31282,145,Corrugated Steel,Round,Well drained,15.2,9.1,12,Silty clay loam,None,Utah,21,3
38.96005,-110.29328,145,Corrugated Steel,Round,Well drained,15.2,9.1,12,Silty clay loam,None,Utah,21,3
38.9253,-109.98518,250,Corrugated Steel,Round,Well drained,15.2,9.1,12,Silty clay loam,None,Utah,28,2
38.46942,-111.57877,36,Corrugated Steel,Round,Well drained,9.1,8.1,0.7,Very fine sandy loam,None,Utah,23,4
38.69983,-111.39857,60,Corrugated Steel,Round,Poorly drained,14.4,8.5,24,Silt loam,Frequent,Utah,23,4
38.69983,-111.39857,60,Corrugated Steel,Round,Poorly drained,14.4,8.5,24,Silt loam,Frequent,Utah,23,4
40.74588,-114.01867,155,Corrugated Steel,Round,Poorly drained,14.4,8.5,24,Silt loam,Frequent,Utah,23,4
40.72733,-113.1283,80,Reinforced Concrete,Round,Well drained,11.3,8.8,19.5,Silt loam,None,Utah,33,3
40.72747,-113.12827,114,Reinforced Concrete,Round,Well drained,5.3,8.5,7.6,Fine sandy loam,None,Utah,33,1
40.75375,-113.03215,94,Corrugated Steel,Arch,Well drained,5.3,8.5,7.6,Fine sandy loam,None,Utah,33,2
40.76347,-112.98012,130,Corrugated Steel,Round,Somewhat excessively drained,2.5,8.5,4,Fine sand,None,Utah,33,0
40.78573,-112.96097,100,Reinforced Concrete,Round,Well drained,5.3,8.5,7.6,Fine sandy loam,None,Utah,33,3
40.80842,-112.93207,100,Reinforced Concrete,Round,Somewhat excessively drained,4.3,8.7,4.7,Gravelly sandy loam,None,Utah,33,0
40.72513,-112.5699,60,Reinforced Concrete,Round,Poorly drained,14.4,8.5,24,Silt loam,Frequent,Utah,33,4
40.74688,-112.18163,105,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,Utah,33,3
40.75482,-112.1712,105,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,Utah,23,3
40.75443,-112.16795,105,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,Utah,23,4
40.76115,-112.16323,94,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,Utah,33,2
40.77112,-112.12757,60,Reinforced Concrete,Round,Poorly drained,17.3,8.2,88.4,Silty clay loam,None,Utah,23,4
40.7711,-112.11933,60,Unreinforced Concrete,Round,Poorly drained,17.3,8.2,88.4,Silty clay loam,None,Utah,23,4
40.77112,-112.11937,94,Corrugated Steel,Round,Poorly drained,17.3,8.2,88.4,Silty clay loam,None,Utah,33,2
40.77112,-112.0961,60,Steel Plate,Round,Somewhat poorly drained,7.4,8.7,20.9,Silt loam,None,Utah,33,2
40.77088,-112.09977,60,Corrugated Steel,Round,Somewhat poorly drained,7.4,8.7,20.9,Silt loam,None,Utah,33,2
40.77112,-112.0961,60,Corrugated Steel,Round,Somewhat poorly drained,7.4,8.7,20.9,Silt loam,None,Utah,33,2
40.7712,-112.0746,60,Corrugated Steel,Round,Somewhat poorly drained,14.1,8.5,16.3,Silt loam,rare,Utah,33,2
40.75067,-111.71437,94,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,33,2
40.7487,-111.70702,94,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,3
40.74617,-111.6968,170,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,3
40.74617,-111.6968,200,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,22,3
40.74617,-111.6968,94,High Density Polyethylene,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,22,3
40.74823,-111.70009,150,Poly Vinyl Chloride,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,4
40.74827,-111.70008,200,Poly Vinyl Chloride,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,22,3
40.74336,-111.69009,94,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,3
40.74332,-111.69013,200,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,3
40.74233,-111.68572,200,Poly Vinyl Chloride,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,3
40.74233,-111.68572,200,Poly Vinyl Chloride,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,3
40.74242,-111.68257,94,Corrugated Steel,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,33,2
40.744,-111.65337,94,High Density Polyethylene,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,22,4
40.74635,-111.6452,94,High Density Polyethylene,Round,Well drained,13.1,7,0,Cobbly loam,None,Utah,23,4
41.0106,-111.3755,94,Steel Plate,Arch,Well drained,12.8,7.6,1,Loam,None,Utah,43,0
41.2472,-111.0674,185,Steel Plate,Round,Well drained,12.8,7.6,1,Loam,None,Utah,33,0
41.76638,-112.43496,94,Corrugated Steel,Arch,Somewhat poorly drained,17.5,8.7,9.8,Silt loam,None,Utah,32,2
41.88507,-112.49205,94,Reinforced Concrete,Round,Well drained,8,9,2.7,Silt loam,None,Utah,32,3
41.89522,-112.52702,292,Corrugated Steel,Round,Well drained,15.4,7.9,1,Silt loam,None,Utah,17,4
41.89456,-112.52481,94,Corrugated Steel,Round,Well drained,15.4,7.9,1,Silt loam,None,Utah,17,4
41.89055,-112.50981,94,Corrugated Steel,Round,Well drained,15.2,8.8,1.8,Silt loam,None,Utah,17,3
41.88507,-112.49205,94,High Density Polyethylene,Round,Well drained,8,9,2.7,Silt loam,None,Utah,20,3
41.8057,-112.32389,94,Corrugated Steel,Round,Well drained,15.4,7.9,1,Silt loam,None,Utah,20,4
41.80478,-112.31961,94,Corrugated Steel,Round,Well drained,15.4,7.9,1,Silt loam,None,Utah,39,2
37.06175,-112.53772,131,Corrugated Steel,Round,Excessively drained,4.4,7.6,0,Loamy sand,None,Utah,9,3
37.3731,-112.59438,76,Corrugated Steel,Round,Poorly drained,25.1,8.2,0,Silt loam,Occasional,Utah,34,3
37.67052,-112.41265,70,Corrugated Steel,Round,Well drained,4.9,8.1,0.9,Loam,None,Utah,34,3
37.92507,-112.42722,60,Corrugated Steel,Round,Somewhat excessively drained,10.9,7.8,0.4,Sandy loam,None,Utah,34,3
39.38223,-111.58479,15,Corrugated Steel,Round,Poorly drained,20.9,8.8,2,Silty clay loam,None,Utah,34,2
39.38284,-111.58408,30,Corrugated Steel,Round,Poorly drained,20.9,8.8,2,Silty clay loam,None,Utah,34,4
39.77967,-111.49171,94,Corrugated Steel,Round,Well drained,19,8.4,1,Silty clay loam,None,Utah,39,3
39.77171,-111.48797,98,Corrugated Steel,Round,Well drained,19,8.4,1,Silty clay loam,None,Utah,35,2
39.77412,-111.48912,94,Steel Plate,Ellipse/Squashed,Well drained,19,8.4,1,Silty clay loam,None,Utah,39,4
39.78295,-111.4932,94,Corrugated Steel,Arch,Poorly drained,16,8.7,1,Silty clay loam,Frequent,Utah,39,3
41.11885,-111.90837,94,Corrugated Steel,Round,Well drained,3.5,6.7,0,Gravelly sandy loam,None,Utah,39,0
41.34982,-112.03509,94,Reinforced Concrete,Round,Somewhat excessively drained,3.9,7.5,1,Gravely fine sandy loam,None,Utah,9,2
41.5165,-111.94,94,High Density Polyethylene,Round,Well drained,15.2,7.5,1,Loam,None,Utah,9,3
41.5168,-111.94003,179,Corrugated Steel,Round,Well drained,15.2,7.5,1,Loam,None,Utah,9,2
41.52063,-111.94,380,Corrugated Steel,Round,Somewhat poorly drained,11.9,8.3,1.2,Loam,None,Utah,9,2
41.62192,-111.92838,94,Reinforced Concrete,Round,Somewhat poorly drained,11.9,8.3,4.7,Loam,None,Utah,18,3
41.63037,-111.92308,72,Reinforced Concrete,Round,Somewhat poorly drained,11.9,8.3,4.7,Loam,None,Utah,18,3
40.43242,-111.87212,80,Corrugated Steel,Round,Well drained,5.5,8.3,1.3,Gravely fine sandy loam,None,Utah,35,3
40.43253,-111.87095,80,Corrugated Steel,Round,Well drained,5.5,7.1,1.3,Gravely fine sandy loam,None,Utah,35,4
40.43265,-111.86663,80,Corrugated Steel,Round,Somewhat excessively drained,2.7,8.2,1,Gravely fine sandy loam,None,Utah,35,3
40.43155,-111.8186,80,High Density Polyethylene,Round,Well drained,7.4,8.5,1.6,Silt loam,None,Utah,35,1
40.4484,-111.64487,80,Corrugated Steel,Arch,Well drained,8.3,8.5,1.2,Fine sandy loam,None,Utah,35,3
38.02432,-110.56942,60,Steel Plate,Round,Well drained,8.2,8.2,18,Loamy fine sand,None,Utah,36,3
38.02395,-110.56653,60,Unreinforced Concrete,Box,Well drained,8.2,8.2,18,Loamy fine sand,None,Utah,36,3
42.75087,-110.27987,100,Corrugated Steel,Round,Well drained,23.6,8.1,1,Clay loam,None,Utah,36,4
37.60015,-110.05657,150,Corrugated Steel,Round,Well drained,8.5,8.3,1,Fine sandy loam,None,Utah,36,3
37.57858,-109.9185,75,Corrugated Steel,Arch,Well drained,16,8.2,0.6,Very fine sandy loam,None,Utah,36,2
37.56205,-109.55962,75,Corrugated Steel,Round,Well drained,7.6,7.9,1,Fine sandy loam,None,Utah,36,3
37.57692,-109.50893,75,Corrugated Steel,Round,Well drained,6.6,7.8,1,Very stony very fine sandy loam,None,Utah,36,2
40.44418,-109.63622,70,Corrugated Steel,Round,Well drained,14.4,8.5,1,Loam,None,Utah,33,2
39.64813,-112.07997,60,Steel Plate,Round,Well drained,12.5,8.5,1,Loam,None,Utah,19,3
39.6547,-112.07362,60,Steel Plate,Round,Well drained,12.5,8.5,1,Loam,None,Utah,57,4
39.71843,-111.7558,50,Corrugated Steel,Round,Well drained,8.4,8.5,1,Gravelly clay road,None,Utah,19,2
39.71677,-111.74673,50,High Density Polyethylene,Round,Well drained,8.4,8.5,1,Gravelly clay road,None,Utah,7,4
39.7169,-111.7456,50,High Density Polyethylene,Round,Well drained,8.4,8.5,1,Gravelly clay road,None,Utah,7,4
39.71788,-111.73755,50,High Density Polyethylene,Round,Well drained,8.4,8.5,1,Gravelly clay road,None,Utah,7,3
39.71797,-111.73627,50,High Density Polyethylene,Round,Well drained,18.3,7.4,1,Loam,None,Utah,7,4
39.66912,-111.66183,50,Steel Plate,Round,Well drained,18.3,7.4,1,Loam,None,Utah,7,3
39.67328,-111.6649,60,Steel Plate,Round,Well drained,21,6.7,1,Loam,None,Utah,7,4
39.66912,-111.66183,50,Steel Plate,Round,Well drained,18.3,7.4,1,Loam,None,Utah,7,3
37.81258,-112.80877,50,Corrugated Steel,Round,Somewhat excessively drained,5.3,8.8,1.9,Very gravelly loam,None,Utah,57,1
37.81052,-112.80893,50,Steel Plate,Round,Well drained,8.4,6.9,0,Gravelly loam,None,Utah,23,1
37.75203,-112.83788,50,Steel Plate,Arch,Well drained,8.4,6.9,0,Gravelly loam,None,Utah,6,3
37.68113,-112.82175,50,High Density Polyethylene,Round,Well drained,8.4,6.9,0,Gravelly loam,None,Utah,6,4
37.72888,-112.82175,53,Steel Plate,Round,Well drained,8.4,6.9,0,Gravelly loam,None,Utah,6,3
37.7352,-112.60582,50,Steel Plate,Round,Well drained,3.3,8.1,0.7,Extremely cobbly loam,None,Utah,6,2
37.76812,-112.47328,50,Steel Plate,Round,Well drained,3.3,8.1,0.7,Extremely cobbly loam,None,Utah,6,3
38.28015,-112.4568,45,High Density Polyethylene,Round,Well drained,16.6,8.7,23.4,Silt loam,None,Utah,6,1
39.05167,-114.03658,73,Corrugated Steel,Arch,Well drained,16.6,8.7,23.4,Silt loam,None,Utah,25,1
37.2665,-109.7248,130,Corrugated Steel,Round,Well drained,8.1,8.3,1,Fine sandy loam,None,Utah,23,4
37.29922,-109.46107,82,Corrugated Steel,Round,Well drained,8.1,8.3,1,Fine sandy loam,None,Utah,43,2
37.09113,-109.54775,87,Corrugated Steel,Round,Excessively drained,3.9,8.1,0.8,Fine sand,None,Utah,6,3
37.42257,-109.47488,150,Corrugated Steel,Arch,Well drained,18.7,8.5,2,Gravelly loam,None,Utah,6,3
37.53275,-109.49437,166,High Density Polyethylene,Round,Well drained,5.4,8.2,1,Very stony fine sandy loam,None,Utah,6,4
37.53472,-109.49447,158,Steel Plate,Round,Well drained,5.4,8.2,1,Very stony fine sandy loam,None,Utah,6,3
37.55613,-109.48967,100,High Density Polyethylene,Round,Well drained,11.7,8.1,1,Very fine sandy loam,None,Utah,6,3
37.56268,-109.4897,100,High Density Polyethylene,Round,Well drained,13,7.3,1,Very fine sandy loam,None,Utah,6,2
37.56558,-109.48958,95,High Density Polyethylene,Round,Well drained,13,7.3,1,Very fine sandy loam,None,Utah,6,2
37.56558,-109.48958,50,High Density Polyethylene,Round,Well drained,13,7.3,1,Very fine sandy loam,None,Utah,6,3
37.56765,-109.48962,50,High Density Polyethylene,Round,Well drained,13,7.3,1,Very fine sandy loam,None,Utah,6,2
37.57148,-109.48898,50,Corrugated Steel,Round,Well drained,13,7.3,1,Very fine sandy loam,None,Utah,6,3
37.75782,-109.39705,65,Corrugated Steel,Arch,Well drained,13.4,7.4,1,Silt loam,None,Utah,38,2
37.92833,-109.34627,85,Corrugated Steel,Round,Well drained,13.4,7.4,1,Silt loam,None,Utah,6,3
38.1844,-109.38175,70,Corrugated Steel,Round,Well drained,7.6,8.3,0.9,Sandy loam,None,Utah,6,4
38.44162,-109.43053,100,Corrugated Steel,Round,Well drained,13,8.4,4,Loam,Occasional,Utah,6,3
38.53428,-109.50958,90,Corrugated Steel,Round,Well drained,0.6,8.5,0.9,Very stony sandy loam,None,Utah,12,2
38.76788,-109.74562,93,Corrugated Steel,Round,Well drained,15.2,9.1,12,Silty clay loam,None,Utah,38,2
39.84733,-110.76735,120,Corrugated Steel,Round,Well drained,7.5,8.6,3.2,Very channery fine sandy loam,None,Utah,38,3
40.09137,-110.4897,50,Corrugated Steel,Arch,Well drained,7.5,8.6,3.2,Very channery fine sandy loam,None,Utah,6,2
40.49333,-109.52905,45,Corrugated Steel,Round,Well drained,7.4,8.5,1,Sandy loam,None,Utah,39,2
40.5721,-109.4895,50,Corrugated Steel,Round,Well drained,11.7,8.7,1,Loam,None,Utah,6,3
40.3231,-112.74397,50,Reinforced Concrete,Round,Somewhat excessively drained,2.5,8.5,4,Fine sand,None,Utah,43,1
40.66652,-112.6758,50,Reinforced Concrete,Round,Well drained,4.9,8.7,1.8,Gravelly loam,None,Utah,33,3
40.69062,-112.66855,50,Reinforced Concrete,Round,Well drained,11.3,8.8,19.5,Silt loam,None,Utah,33,3
40.73385,-112.6567,50,Reinforced Concrete,Round,Well drained,15.4,8.6,11.6,Silt loam,None,Utah,33,3
40.27542,-112.67603,40,Corrugated Steel,Round,Well drained,13.5,8.9,6.9,Silt loam,None,Utah,33,3
40.3375,-112.56907,50,Steel Plate,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,33,4
40.79472,-111.94967,150,Corrugated Steel,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,23,2
40.79858,-111.949,150,Corrugated Steel,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,23,3
40.79855,-111.9497,150,Corrugated Steel,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,33,0
40.8077,-111.94873,150,Corrugated Steel,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,23,3
40.8143,-111.9496,94,Reinforced Concrete,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,23,3
40.81337,-111.94888,94,High Density Polyethylene,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine sandy loam,rare,Utah,23,2
40.83003,-111.94563,250,Reinforced Concrete,Round,Somewhat poorly drained,17.6,8.7,2,Silty clay loam,rare,Utah,23,2
38.77052,-112.934,50,Steel Plate,Round,Well drained,5.8,8.5,7.3,Gravelly loam,None,Utah,38,2
38.79358,-112.90455,50,Steel Plate,Round,Well drained,5.8,8.5,7.3,Gravelly loam,None,Utah,38,3
39.00943,-112.78383,50,Steel Plate,Round,Well drained,5.8,8.5,7.3,Gravelly loam,None,Utah,38,2
39.25038,-112.65652,50,Steel Plate,Round,Somewhat poorly drained,10.2,8.8,17.2,Silty clay loam,None,Utah,21,4
39.27233,-112.65298,55,Steel Plate,Round,Well drained,8.1,8.3,1,Fine sandy loam,None,Utah,21,4
37.24083,-109.91205,50,Corrugated Steel,Round,Well drained,8.1,8.3,1,Fine sandy loam,None,Utah,33,2
37.24083,-109.91205,50,Corrugated Steel,Round,Well drained,8.1,8.3,1,Fine sandy loam,None,Utah,33,2
37.47611,-109.90883,50,Corrugated Steel,Round,Well drained,10,8.2,0.6,Very fine sandy loam,None,Utah,23,3
37.17388,-109.10082,200,Corrugated Steel,Round,Well drained,0,8.5,6.1,Very fine sandy loam,None,Utah,23,3
38.389181,-105.114046,44,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1,Loam,rare,Colorado,101,1
40.429014,-105.077224,25.3,Unreinforced Concrete,Box,Well drained,18,8.2,0.9,Clay loam,None,Colorado,98,2
40.453453,-105.0772,22,Unreinforced Concrete,Box,Well drained,14.4,8.2,1.8,Loam,None,Colorado,98,2
37.129745,-104.802089,25.1,Unreinforced Concrete,Arch,Well drained,17.3,7.5,0,Loam,None,Colorado,97,2
40.432994,-103.378594,22.6,Unreinforced Concrete,Box,Well drained,12.9,8,0.1,Sandy loam,None,Colorado,96,3
39.072011,-104.857643,21,Unreinforced Concrete,Box,Well drained,8.2,6.9,0,Coarse sandy loam,None,Colorado,96,3
37.124342,-104.648761,62.1,Steel plate,Arch,Somewhat excessively drained,6.5,7.6,0,Fine sandy loam,Occasional,Colorado,86,0
37.200206,-105.426631,36.2,Steel plate,Arch,Somewhat poorly drained,6.6,7.6,1,Sandy loam,None,Colorado,86,3
39.040381,-104.841459,21,Unreinforced Concrete,Box,Well drained,8.2,6.9,0,Coarse sandy loam,None,Colorado,96,2
