Budget (USD),Duration (Months),NumWorkers,SafetyIncidents,Location,ProjectType,MaterialType,ProjectPhase
4635789.398,35.93798826,249,10,Chicago,Commercial,Wood,Closing
4750568.527,37.75887692,236,8,Chicago,Industrial,Brick,Closing
4420020.188,41.34647376,249,10,Los Angeles,Residential,Glass,Planning
4590120.683,30.6509183,227,10,Chicago,Residential,Brick,Planning
1834481.956,20.43071942,129,2,Philadelphia,Residential,Glass,Closing
3411308.713,24.34555782,209,7,New York,Industrial,Concrete,Closing
3173831.213,34.43645419,185,8,Philadelphia,Residential,Brick,Planning
2063834.902,26.70225223,112,5,San Antonio,Infrastructure,Steel,Planning
2856416.222,28.84737687,224,8,Houston,Infrastructure,Wood,Planning
1998785.818,24.19245387,152,5,Chicago,Industrial,Steel,Execution
700851.3872,8.636382151,-4,1,Philadelphia,Residential,Concrete,Planning
742088.9692,13.40750349,51,1,San Antonio,Industrial,Glass,Execution
879075.1899,16.84315779,31,2,San Jose,Residential,Steel,Planning
2605979.236,34.46298669,176,9,San Antonio,Residential,Glass,Execution
790584.6042,2.421279425,81,3,San Antonio,Residential,Wood,Execution
2016487.951,12.7122425,144,4,Philadelphia,Residential,Concrete,Closing
1789263.516,14.66098539,169,7,Philadelphia,Commercial,Steel,Planning
4358621.486,44.2777783,283,11,Houston,Industrial,Concrete,Closing
4439828.051,33.95261532,258,10,San Antonio,Industrial,Steel,Planning
699486.3697,3.76108409,83,0,San Jose,Infrastructure,Steel,Planning
789811.9391,6.998915614,51,1,New York,Commercial,Brick,Closing
2934276.305,33.01593716,189,8,Chicago,Commercial,Brick,Execution
2775491.039,25.41248589,220,8,Los Angeles,Commercial,Steel,Planning
1758061.051,22.99964365,181,6,San Antonio,Infrastructure,Concrete,Closing
1075723.109,3.099492709,16,1,San Diego,Residential,Wood,Planning
4884689.159,36.12692515,216,10,Los Angeles,Industrial,Concrete,Execution
907160.0317,12.12728781,31,1,Phoenix,Residential,Steel,Closing
555063.666,13.93542302,73,0,Houston,Commercial,Wood,Planning
1938393.143,23.89830266,176,6,Los Angeles,Industrial,Steel,Closing
489106.0999,13.34836274,57,0,Houston,Residential,Steel,Planning
4759212.612,34.46421592,243,10,San Jose,Industrial,Glass,Execution
2220191.927,29.79173727,125,5,Houston,Industrial,Concrete,Planning
446961.7876,16.83437134,83,1,San Antonio,Residential,Wood,Execution
1781806.714,17.94592856,128,5,Philadelphia,Infrastructure,Brick,Closing
1955749.275,18.6159335,156,6,New York,Residential,Wood,Execution
2020840.221,19.68703436,135,5,Los Angeles,Commercial,Wood,Planning
3041931.883,27.54181907,216,7,San Diego,Residential,Concrete,Closing
554825.3494,15.26820898,31,4,Phoenix,Industrial,Wood,Execution
2807248.215,25.21424543,207,8,San Jose,Industrial,Steel,Planning
681462.4812,8.14279567,22,0,Houston,Industrial,Steel,Closing
660899.4957,17.26692239,82,0,New York,Residential,Wood,Closing
4617180.84,36.31614932,222,10,Phoenix,Infrastructure,Wood,Closing
4566170.261,47.25500719,268,9,Phoenix,Infrastructure,Concrete,Planning
4477866.926,35.51678886,267,10,Houston,Commercial,Steel,Planning
1572865.157,35.68874267,171,5,Chicago,Industrial,Glass,Closing
1905232.131,19.92773865,161,5,Chicago,Residential,Brick,Execution
2917400.436,25.36650846,199,7,Phoenix,Industrial,Brick,Planning
656105.1228,12.71280022,41,1,San Jose,Infrastructure,Steel,Closing
1875470.128,20.97303728,135,4,Phoenix,Residential,Glass,Planning
908206.3894,5.453062726,78,0,San Antonio,Residential,Glass,Planning
4327659.386,40.1501574,207,11,Houston,Commercial,Glass,Planning
703813.094,13.48103182,87,2,Chicago,Infrastructure,Concrete,Closing
2131180.155,20.97368097,150,5,Chicago,Commercial,Glass,Planning
2776695.112,36.1790581,197,7,Phoenix,Commercial,Steel,Planning
2013571.102,24.26386838,160,4,Los Angeles,Industrial,Glass,Closing
1103090.848,12.02490855,25,2,Chicago,Residential,Glass,Planning
4663100.204,39.75955746,246,10,Houston,Commercial,Brick,Planning
622522.5745,15.94508266,78,0,San Diego,Industrial,Steel,Planning
4485205.427,39.62167198,289,9,Los Angeles,Infrastructure,Brick,Closing
597348.1687,0.975589497,17,1,New York,Commercial,Brick,Closing
2327992.906,23.71063746,152,3,San Antonio,Infrastructure,Wood,Planning
1123154.902,12.3691646,26,2,Los Angeles,Residential,Wood,Planning
4635786.258,39.31502255,240,10,Philadelphia,Commercial,Brick,Planning
2295308.07,26.90045677,137,5,Los Angeles,Infrastructure,Glass,Execution
1994497.019,28.86125798,183,5,Dallas,Commercial,Glass,Closing
4540465.759,48.1592845,235,12,San Diego,Industrial,Concrete,Closing
886378.2979,19.23353663,62,1,New York,Commercial,Brick,Execution
333614.1184,18.48228184,54,1,Los Angeles,Infrastructure,Brick,Planning
4277683.95,39.82087211,239,8,San Jose,Residential,Concrete,Execution
2959701.693,29.96739342,212,9,Los Angeles,Residential,Brick,Closing
696222.2619,4.467370456,101,1,San Jose,Infrastructure,Brick,Execution
1912722.822,19.45195098,148,5,Philadelphia,Infrastructure,Glass,Closing
4510451.698,34.69697467,236,9,New York,Infrastructure,Concrete,Planning
4738547.033,33.71065922,265,11,Philadelphia,Industrial,Brick,Execution
1694868.737,26.31292052,139,8,Houston,Commercial,Steel,Planning
4340888.586,42.12196969,276,8,Phoenix,Industrial,Wood,Planning
2102720.021,17.3364958,127,2,San Jose,Commercial,Brick,Closing
1842802.108,13.34383523,113,6,New York,Residential,Glass,Closing
4590701.743,35.08852983,251,10,Los Angeles,Commercial,Wood,Planning
2944207.414,28.60119916,216,8,Philadelphia,Residential,Concrete,Execution
3204276.659,40.44221386,168,6,San Antonio,Residential,Glass,Closing
4328700.353,40.48835188,225,8,San Antonio,Infrastructure,Glass,Execution
4560340.002,40.87768115,213,9,Philadelphia,Residential,Concrete,Planning
3004493.179,32.73559558,176,9,Phoenix,Infrastructure,Glass,Planning
876481.5478,14.86277225,62,0,San Jose,Commercial,Wood,Planning
4353673.652,49.45220343,251,11,Houston,Residential,Concrete,Planning
795491.9869,16.53571377,18,1,Los Angeles,Commercial,Brick,Planning
1950261.775,28.03672788,160,6,Houston,Industrial,Glass,Closing
809224.0554,11.30527636,50,1,Dallas,Infrastructure,Concrete,Execution
2582594.596,27.07691135,199,7,San Antonio,Commercial,Glass,Planning
255671.1,6.015523723,62,1,Philadelphia,Industrial,Brick,Execution
2190627.327,21.43562083,138,5,San Antonio,Residential,Glass,Planning
1824403.483,15.86559823,145,5,New York,Residential,Brick,Execution
2153216.056,26.13466612,148,5,Los Angeles,Industrial,Brick,Execution
1852894.011,26.18046588,172,6,Los Angeles,Industrial,Wood,Closing
4374453.219,38.55980563,278,8,Phoenix,Residential,Brick,Planning
4539226.292,35.47965855,219,10,San Antonio,Commercial,Wood,Closing
2006400.83,16.23291065,159,4,Los Angeles,Infrastructure,Concrete,Planning
2989519.11,38.52052758,225,8,San Jose,Infrastructure,Glass,Planning
2225210.05,19.74303138,115,6,Houston,Commercial,Wood,Closing
4481108.257,42.09804986,233,11,New York,Industrial,Steel,Closing
2032114.796,20.0152301,159,6,Los Angeles,Commercial,Steel,Closing
4601117.848,47.44556554,295,10,Los Angeles,Residential,Concrete,Closing
4690003.166,41.21502361,219,10,Philadelphia,Infrastructure,Concrete,Planning
3404861.925,23.18412998,204,7,San Jose,Industrial,Steel,Execution
1987172.331,21.64381205,156,5,New York,Infrastructure,Steel,Closing
912505.1645,16.78120014,49,2,Houston,Industrial,Brick,Closing
4642542.406,30.58424896,243,10,Chicago,Industrial,Glass,Planning
798392.4543,0.433598777,16,0,San Diego,Residential,Concrete,Execution
2669022.513,25.19976852,198,8,New York,Industrial,Glass,Execution
1068637.325,7.443921618,30,1,San Jose,Infrastructure,Concrete,Execution
4220842.16,42.95674621,236,10,San Diego,Residential,Brick,Closing
3178039.682,35.17624667,163,7,San Antonio,Industrial,Steel,Execution
1883895.31,22.94289202,183,5,Philadelphia,Residential,Steel,Closing
940800.3527,13.25695626,44,2,Los Angeles,Industrial,Steel,Planning
3093334.196,37.60503114,181,10,San Jose,Industrial,Concrete,Planning
724416.4817,5.222297797,18,1,New York,Commercial,Steel,Closing
2855652.489,30.88410436,189,8,Philadelphia,Industrial,Brick,Execution
1972308.803,13.87850882,146,4,Phoenix,Industrial,Steel,Closing
2808712.725,32.36203139,230,8,San Diego,Industrial,Brick,Planning
3219293.847,26.87161356,174,8,New York,Commercial,Concrete,Planning
3136665.799,28.9534309,221,10,Phoenix,Infrastructure,Glass,Planning
2953196.028,32.33179187,220,8,San Diego,Industrial,Brick,Execution
2995289.57,29.12822871,205,8,San Antonio,Residential,Glass,Execution
2924960.724,28.41142452,226,9,San Jose,Residential,Brick,Planning
505574.4382,13.56499215,45,1,Los Angeles,Commercial,Concrete,Execution
875133.4696,5.714212218,29,1,Los Angeles,Commercial,Brick,Execution
2726336.992,39.93638,218,8,Dallas,Commercial,Glass,Planning
3081721.462,28.46095764,183,7,Phoenix,Infrastructure,Brick,Execution
3112576.172,25.60092823,240,7,San Antonio,Industrial,Glass,Planning
2934421.057,30.77595342,217,7,New York,Commercial,Wood,Closing
4672327.225,40.69530199,218,9,Phoenix,Industrial,Brick,Execution
4225428.11,41.7573995,210,10,San Jose,Commercial,Glass,Execution
4222291.489,31.99864448,226,10,San Antonio,Residential,Wood,Closing
4655869.801,39.8049024,242,8,San Antonio,Industrial,Steel,Closing
598729.8509,2.888731452,37,0,San Antonio,Industrial,Concrete,Planning
2839992.287,29.68237713,225,8,Dallas,Commercial,Brick,Closing
4423436.562,39.38135527,242,9,Dallas,Commercial,Brick,Closing
826813.0898,9.83652626,9,1,Chicago,Commercial,Brick,Closing
4898310.66,35.83969348,239,10,Los Angeles,Industrial,Steel,Planning
4655031.099,42.76520043,255,10,Houston,Infrastructure,Wood,Planning
4772512.571,48.20307282,313,9,Los Angeles,Residential,Brick,Planning
3134572.247,32.95907067,193,7,San Antonio,Infrastructure,Steel,Planning
606939.2581,13.39798874,35,1,New York,Commercial,Glass,Closing
801944.5003,5.478416874,63,0,Dallas,Industrial,Wood,Execution
3018350.497,31.26120198,198,8,Chicago,Industrial,Steel,Execution
4835278.605,35.2724656,227,11,New York,Commercial,Wood,Closing
2962175.922,34.60825056,197,10,Houston,Industrial,Steel,Execution
918128.7098,6.736880103,41,0,Houston,Commercial,Brick,Execution
2412300.715,26.04183115,170,6,Dallas,Commercial,Steel,Closing
2033872.165,12.93142752,148,4,Phoenix,Residential,Wood,Execution
1871290.034,25.14980409,143,5,Los Angeles,Infrastructure,Glass,Planning
824229.1747,6.980074066,52,1,San Diego,Industrial,Steel,Execution
614615.5999,13.05838144,71,2,Los Angeles,Infrastructure,Glass,Execution
916067.1633,5.71958087,51,1,Houston,Commercial,Wood,Closing
1043129.754,8.871118498,51,0,Phoenix,Residential,Steel,Closing
817699.2815,7.92356043,63,3,San Jose,Industrial,Brick,Closing
854388.3131,11.48492337,55,1,New York,Infrastructure,Concrete,Execution
4740052.35,37.68419319,242,11,San Jose,Infrastructure,Wood,Planning
2174259.459,13.2701016,153,7,Chicago,Residential,Steel,Closing
4628108.587,40.61539101,248,9,San Jose,Infrastructure,Concrete,Execution
2139390.881,18.33090255,173,5,San Jose,Residential,Glass,Planning
2678467.795,30.92370289,240,8,Chicago,Industrial,Concrete,Execution
3049861.719,35.22544237,203,8,San Diego,Infrastructure,Concrete,Planning
2278493.06,18.74976743,156,5,San Jose,Infrastructure,Concrete,Closing
1936189.213,16.01987072,172,5,Los Angeles,Infrastructure,Steel,Closing
3125101.603,34.42615741,188,8,Phoenix,Infrastructure,Wood,Closing
1779326.679,9.235547035,158,7,New York,Infrastructure,Concrete,Planning
4514639.398,39.24878506,274,10,San Jose,Industrial,Wood,Planning
3124441.429,24.30583441,221,8,Houston,Commercial,Brick,Execution
2463865.908,21.9665892,154,5,Dallas,Industrial,Concrete,Closing
1877646.182,19.81481601,141,4,Los Angeles,Commercial,Brick,Execution
1940487.299,26.87853407,147,5,Phoenix,Commercial,Glass,Planning
3135874.657,24.25602982,213,8,New York,Infrastructure,Wood,Closing
767409.4136,8.504963248,52,0,Dallas,Infrastructure,Concrete,Closing
2908775.835,30.9071331,212,7,Philadelphia,Infrastructure,Wood,Closing
3004177.298,31.15350453,175,7,San Diego,Commercial,Concrete,Planning
2061610.108,18.04175716,155,5,San Diego,Commercial,Concrete,Planning
4924954.281,46.65669531,288,9,New York,Commercial,Glass,Execution
3100133.144,30.24886844,200,7,Philadelphia,Industrial,Concrete,Planning
2192775.823,31.05261501,139,4,San Diego,Industrial,Concrete,Closing
659986.9057,13.11424966,29,1,San Jose,Industrial,Wood,Planning
3199314.102,27.6675231,213,8,Phoenix,Residential,Steel,Execution
2017681.377,27.38765041,127,5,San Diego,Commercial,Wood,Execution
1989021.2,21.42777037,160,6,Phoenix,Residential,Steel,Planning
1771254.759,20.54279853,149,5,San Antonio,Commercial,Glass,Execution
577917.3269,8.077222279,70,0,Philadelphia,Infrastructure,Wood,Planning
2190625.009,22.5654271,165,6,Philadelphia,Industrial,Wood,Closing
641016.1826,11.99568057,49,2,Chicago,Industrial,Brick,Closing
627696.4394,2.966694516,32,0,Houston,Infrastructure,Steel,Closing
2064615.855,18.73823249,144,3,New York,Residential,Concrete,Planning
3361861.27,28.90977052,183,7,San Jose,Infrastructure,Wood,Planning
2875130.922,29.07737321,188,6,Chicago,Infrastructure,Steel,Planning
4716538.211,37.64437674,248,11,Philadelphia,Commercial,Concrete,Closing
963334.9379,15.84647795,78,2,Dallas,Infrastructure,Concrete,Planning
786373.251,11.24110293,41,0,Philadelphia,Residential,Glass,Closing
3052804.016,36.3617675,215,8,Phoenix,Infrastructure,Steel,Planning
706065.6224,11.78556286,80,0,Houston,Commercial,Brick,Planning
2111120.893,20.44790341,146,5,San Jose,Commercial,Concrete,Planning
2221105.187,25.93515153,163,4,Phoenix,Residential,Brick,Planning
1996072.44,22.76244977,154,6,San Jose,Industrial,Glass,Execution
