Budget (USD),Duration (Months),NumWorkers,SafetyIncidents,Location,ProjectType,MaterialType,ProjectPhase
2182716.92524665,15.984105246598276,180,5,San Diego,Commercial,Brick,Planning
1856635.535879439,10.6673169146347,148,5,Dallas,Residential,Concrete,Execution
2846171.5300425403,25.30048449445568,217,8,Phoenix,Industrial,Concrete,Planning
2335540.162815288,17.232058791460027,161,7,Houston,Infrastructure,Steel,Execution
2012894.882962024,10.122667168230643,131,5,Philadelphia,Commercial,Steel,Planning
2326686.3064602194,14.26827303490656,156,4,Phoenix,Residential,Steel,Execution
1060100.0985628157,5.008229796306045,70,1,San Antonio,Commercial,Steel,Planning
2009772.0140651409,20.202958456019413,136,4,Philadelphia,Residential,Concrete,Closing
2263423.013467973,19.409657365044605,108,4,San Antonio,Industrial,Wood,Closing
4707217.530209251,32.88512537369164,231,10,Los Angeles,Residential,Concrete,Execution
703169.3250553329,8.829315215254097,82,2,Chicago,Infrastructure,Steel,Execution
2374659.555243509,25.400240328573243,141,6,Philadelphia,Residential,Wood,Closing
4630995.116844338,44.05399322795855,230,10,San Antonio,Industrial,Wood,Closing
803410.0531738518,14.448153978117183,52,2,Philadelphia,Infrastructure,Brick,Planning
635267.5986239527,7.265705293798039,49,0,Houston,Industrial,Glass,Planning
2124314.37797121,18.15194831978183,158,5,New York,Residential,Brick,Closing
643899.7704778945,7.1209087967766,44,0,Phoenix,Commercial,Wood,Planning
749279.4921818863,4.208176554037286,80,2,Phoenix,Residential,Concrete,Planning
1003382.2298373246,6.461652671906096,59,2,Phoenix,Residential,Concrete,Closing
4917209.409907423,34.92620253407074,243,10,Houston,Infrastructure,Steel,Planning
3006559.399082317,26.20752332649965,195,7,Los Angeles,Industrial,Steel,Planning
3000105.5917713195,33.00603374464558,171,6,Dallas,Industrial,Brick,Planning
344971.48266847857,10.93227157384714,37,2,Dallas,Commercial,Brick,Execution
2932972.4437657096,31.711689172448107,231,9,Phoenix,Industrial,Steel,Closing
4252514.672355485,40.54704235916485,277,10,New York,Infrastructure,Concrete,Planning
2624689.458791625,33.09855722983068,187,7,Chicago,Infrastructure,Steel,Planning
848663.5801761779,10.92418061847437,33,2,Los Angeles,Commercial,Glass,Execution
2025044.900529581,17.852972294373735,152,6,San Jose,Residential,Wood,Planning
4839144.5755621735,49.48644347386556,253,11,Phoenix,Residential,Concrete,Execution
878544.5519735088,16.645762650662157,54,2,San Antonio,Commercial,Glass,Planning
850183.4375248761,5.112223776007244,52,2,San Jose,Infrastructure,Steel,Closing
552854.7907328913,12.520232577589224,39,0,Philadelphia,Industrial,Steel,Execution
2087311.9608315337,24.519674205430977,103,4,Chicago,Industrial,Glass,Execution
4680079.717679013,42.25612659659254,274,9,Los Angeles,Industrial,Brick,Planning
3334690.418059708,36.70230525895174,174,9,Chicago,Residential,Concrete,Planning
2033692.1952539228,26.5879876780398,130,6,Los Angeles,Residential,Wood,Planning
4425628.423544267,36.357691891598286,256,12,Los Angeles,Commercial,Steel,Execution
4588839.665458134,45.50661478867881,259,11,San Antonio,Infrastructure,Glass,Execution
4656426.000306292,36.04550309166223,234,11,Los Angeles,Industrial,Wood,Planning
3140901.3079649447,33.945283436877595,202,9,Phoenix,Commercial,Wood,Planning
921531.9246404038,9.200307350182864,50,0,Phoenix,Commercial,Wood,Closing
788219.8136039807,10.232182740780743,23,2,Chicago,Infrastructure,Glass,Planning
2302689.948648426,23.15405842277389,130,7,Houston,Infrastructure,Steel,Closing
1877319.467291812,18.48765156755936,142,5,Houston,Infrastructure,Brick,Execution
696118.6331110884,13.58771127897981,80,1,San Antonio,Residential,Concrete,Execution
892191.9936406983,12.2213165574302,43,2,Houston,Residential,Steel,Execution
381825.1537336709,3.602115166321492,38,1,Los Angeles,Infrastructure,Concrete,Execution
3106963.467269182,36.14490251244531,187,8,Philadelphia,Commercial,Wood,Execution
3087900.246124045,33.89468251756057,209,10,Phoenix,Commercial,Brick,Closing
3002854.613567286,25.23030290301677,192,9,Los Angeles,Industrial,Wood,Closing
2899164.033798465,29.59238663449177,207,8,San Antonio,Industrial,Wood,Planning
1687490.828622691,17.354736613268525,166,4,New York,Residential,Concrete,Closing
4307058.914849857,48.14234277386161,244,12,Chicago,Industrial,Wood,Planning
935235.5095063284,19.54708320235065,22,2,San Diego,Commercial,Wood,Planning
3083679.6441777367,37.00799296473215,213,6,Los Angeles,Industrial,Glass,Execution
771878.9589209786,13.62883311949346,60,1,Phoenix,Residential,Brick,Execution
769535.2197097663,6.134951080722668,50,1,San Antonio,Commercial,Glass,Planning
3099972.824748074,23.003469125990293,207,6,New York,Infrastructure,Steel,Planning
2026708.1809564563,19.23765081809728,164,6,Chicago,Infrastructure,Glass,Planning
593349.3415327526,8.389692418971622,66,0,Phoenix,Industrial,Glass,Execution
849342.8306022466,9.308678494144075,63,3,San Diego,Industrial,Wood,Execution
3177377.47801946,27.89619103159473,148,8,Los Angeles,Infrastructure,Wood,Closing
4264126.175673476,40.86127193205519,263,12,New York,Commercial,Glass,Execution
655792.3388763354,11.160249686788182,21,0,Los Angeles,Commercial,Steel,Closing
4398038.661361824,40.17220505852921,200,9,Phoenix,Industrial,Concrete,Execution
622452.0031497368,7.345015224990911,38,0,New York,Commercial,Glass,Closing
4133663.550558794,34.74345044180328,280,12,San Antonio,Industrial,Concrete,Closing
4260060.494326938,28.419280685155616,267,9,Phoenix,Commercial,Brick,Execution
4527977.446567825,44.98059107455565,222,10,Phoenix,Industrial,Steel,Execution
823734.6617745803,8.033305938363197,51,2,Houston,Infrastructure,Glass,Closing
2937388.393895369,29.99645702711677,175,9,San Jose,Industrial,Concrete,Planning
665962.6365808286,8.591076955697464,23,0,Dallas,Industrial,Glass,Planning
1730574.7420940606,15.141929807446743,174,4,Chicago,Industrial,Concrete,Planning
4461146.1736042965,36.22104249920819,271,12,San Diego,Commercial,Concrete,Execution
3485343.2972691045,32.16479912680348,172,7,Phoenix,Commercial,Concrete,Execution
2107659.2158099264,25.36253668654901,143,4,Houston,Infrastructure,Wood,Execution
3224870.6719741006,28.329613845100297,211,7,Phoenix,Industrial,Steel,Execution
3036766.9032645007,43.46516831990248,207,7,Chicago,Residential,Brick,Planning
1818853.5398274765,16.7311683067559,138,6,Philadelphia,Industrial,Concrete,Execution
4403287.703230693,36.9391654142259,260,10,Philadelphia,Commercial,Brick,Planning
982632.750430992,10.051165305097935,30,1,Philadelphia,Residential,Brick,Closing
604572.5648350263,8.762406822242475,49,2,New York,Industrial,Steel,Planning
3114625.56264824,21.070667540329445,193,8,San Diego,Industrial,Concrete,Closing
4529104.239553648,36.92938717495842,253,12,Phoenix,Infrastructure,Brick,Planning
4903055.022092128,46.45322230461274,242,9,Houston,Infrastructure,Glass,Planning
2907119.1475381223,32.31030446625948,216,8,San Antonio,Commercial,Concrete,Execution
1212931.7133347015,0.6636740370412593,64,0,San Jose,Industrial,Concrete,Execution
4635789.397552446,35.9379882553129,249,10,Chicago,Commercial,Wood,Closing
4750568.526885496,37.75887691849925,236,8,Chicago,Industrial,Brick,Closing
4420020.187573773,41.34647376290367,249,10,Los Angeles,Residential,Glass,Planning
4590120.682572508,30.65091830233918,227,10,Chicago,Residential,Brick,Planning
1834481.955870256,20.43071941523188,129,2,Philadelphia,Residential,Glass,Closing
3411308.7129659085,24.34555782337042,209,7,New York,Industrial,Concrete,Closing
3173831.2128778547,34.43645418633371,185,8,Philadelphia,Residential,Brick,Planning
2063834.902083836,26.70225223011572,112,5,San Antonio,Infrastructure,Steel,Planning
2856416.2218504795,28.847376874098742,224,8,Houston,Infrastructure,Wood,Planning
1998785.817692021,24.19245387225821,152,5,Chicago,Industrial,Steel,Execution
700851.3871828112,8.636382151261648,-4,1,Philadelphia,Residential,Concrete,Planning
742088.969228669,13.407503486863122,51,1,San Antonio,Industrial,Glass,Execution
879075.1899170295,16.843157787661745,31,2,San Jose,Residential,Steel,Planning
2605979.236457633,34.462986691496546,176,9,San Antonio,Residential,Glass,Execution
790584.6041702599,2.4212794250138403,81,3,San Antonio,Residential,Wood,Execution
2016487.9505869008,12.712242502675348,144,4,Philadelphia,Residential,Concrete,Closing
1789263.5161707292,14.660985392104037,169,7,Philadelphia,Commercial,Steel,Planning
4358621.48640253,44.27777829510356,283,11,Houston,Industrial,Concrete,Closing
4439828.050571835,33.95261532290597,258,10,San Antonio,Industrial,Steel,Planning
699486.369721368,3.761084090175753,83,0,San Jose,Infrastructure,Steel,Planning
789811.939114694,6.998915614206027,51,1,New York,Commercial,Brick,Closing
2934276.304850203,33.01593715541171,189,8,Chicago,Commercial,Brick,Execution
2775491.0387511174,25.41248589492868,220,8,Los Angeles,Commercial,Steel,Planning
1758061.0514317786,22.999643649981024,181,6,San Antonio,Infrastructure,Concrete,Closing
1075723.1091142583,3.099492708925543,16,1,San Diego,Residential,Wood,Planning
4884689.158964991,36.12692514990709,216,10,Los Angeles,Industrial,Concrete,Execution
907160.0317301664,12.127287808924825,31,1,Phoenix,Residential,Steel,Closing
555063.6659545357,13.93542301871226,73,0,Houston,Commercial,Wood,Planning
1938393.143162852,23.898302661346698,176,6,Los Angeles,Industrial,Steel,Closing
489106.09989902936,13.348362744150192,57,0,Houston,Residential,Steel,Planning
4759212.612356279,34.464215915987744,243,10,San Jose,Industrial,Glass,Execution
2220191.926999714,29.791737271102967,125,5,Houston,Industrial,Concrete,Planning
446961.7875602896,16.834371337222624,83,1,San Antonio,Residential,Wood,Execution
1781806.7139569605,17.945928560227077,128,5,Philadelphia,Infrastructure,Brick,Closing
1955749.2752828456,18.6159335005554,156,6,New York,Residential,Wood,Execution
2020840.2207903755,19.687034360502388,135,5,Los Angeles,Commercial,Wood,Planning
3041931.883054925,27.541819071839765,216,7,San Diego,Residential,Concrete,Closing
554825.3494045334,15.268208983039198,31,4,Phoenix,Industrial,Wood,Execution
2807248.214757878,25.214245425524787,207,8,San Jose,Industrial,Steel,Planning
681462.4811839303,8.142795670021043,22,0,Houston,Industrial,Steel,Closing
660899.4957198456,17.266922385588504,82,0,New York,Residential,Wood,Closing
4617180.84023293,36.31614932026189,222,10,Phoenix,Infrastructure,Wood,Closing
4566170.260923116,47.25500719065669,268,9,Phoenix,Infrastructure,Concrete,Planning
4477866.926288534,35.51678886342396,267,10,Houston,Commercial,Steel,Planning
1572865.1572042608,35.688742668299966,171,5,Chicago,Industrial,Glass,Closing
1905232.1305858167,19.927738645608603,161,5,Chicago,Residential,Brick,Execution
2917400.4355713134,25.366508455763444,199,7,Phoenix,Industrial,Brick,Planning
656105.1228130095,12.712800217929823,41,1,San Jose,Infrastructure,Steel,Closing
1875470.1276531096,20.97303727618621,135,4,Phoenix,Residential,Glass,Planning
908206.3894086094,5.453062726026305,78,0,San Antonio,Residential,Glass,Planning
4327659.385948748,40.15015739582041,207,11,Houston,Commercial,Glass,Planning
703813.0939582644,13.481031824067092,87,2,Chicago,Infrastructure,Concrete,Closing
2131180.1553059523,20.97368097359388,150,5,Chicago,Commercial,Glass,Planning
2776695.112010268,36.179058100034695,197,7,Phoenix,Commercial,Steel,Planning
2013571.1021054809,24.263868375611096,160,4,Los Angeles,Industrial,Glass,Closing
1103090.8480562195,12.024908554804778,25,2,Chicago,Residential,Glass,Planning
4663100.204488853,39.75955746334613,246,10,Houston,Commercial,Brick,Planning
622522.5745386964,15.945082655537758,78,0,San Diego,Industrial,Steel,Planning
4485205.4272811245,39.62167197837085,289,9,Los Angeles,Infrastructure,Brick,Closing
597348.1686914966,0.9755894966774044,17,1,New York,Commercial,Brick,Closing
2327992.9058742784,23.71063745535946,152,3,San Antonio,Infrastructure,Wood,Planning
1123154.9022289517,12.369164604558938,26,2,Los Angeles,Residential,Wood,Planning
4635786.258011855,39.31502255278771,240,10,Philadelphia,Commercial,Brick,Planning
2295308.069945179,26.900456770737257,137,5,Los Angeles,Infrastructure,Glass,Execution
1994497.018989873,28.86125798334872,183,5,Dallas,Commercial,Glass,Closing
4540465.759284561,48.15928449544555,235,12,San Diego,Industrial,Concrete,Closing
886378.2979252622,19.23353662868017,62,1,New York,Commercial,Brick,Execution
333614.1184232556,18.48228184145019,54,1,Los Angeles,Infrastructure,Brick,Planning
4277683.95009729,39.82087210646768,239,8,San Jose,Residential,Concrete,Execution
2959701.6932104966,29.96739342385271,212,9,Los Angeles,Residential,Brick,Closing
696222.2618890338,4.467370456291649,101,1,San Jose,Infrastructure,Brick,Execution
1912722.8218946864,19.45195098037085,148,5,Philadelphia,Infrastructure,Glass,Closing
4510451.698099497,34.69697466801699,236,9,New York,Infrastructure,Concrete,Planning
4738547.033083282,33.71065922045556,265,11,Philadelphia,Industrial,Brick,Execution
1694868.737085981,26.31292051713591,139,8,Houston,Commercial,Steel,Planning
4340888.586411824,42.12196968930506,276,8,Phoenix,Industrial,Wood,Planning
2102720.0213139434,17.336495801690443,127,2,San Jose,Commercial,Brick,Closing
1842802.1078984104,13.34383523221111,113,6,New York,Residential,Glass,Closing
4590701.742510893,35.0885298287266,251,10,Los Angeles,Commercial,Wood,Planning
2944207.4139336385,28.601199157520828,216,8,Philadelphia,Residential,Concrete,Execution
3204276.65908588,40.442213864349625,168,6,San Antonio,Residential,Glass,Closing
4328700.35251816,40.48835188374168,225,8,San Antonio,Infrastructure,Glass,Execution
4560340.001780347,40.87768114789299,213,9,Philadelphia,Residential,Concrete,Planning
3004493.178562409,32.73559557587605,176,9,Phoenix,Infrastructure,Glass,Planning
876481.5478111042,14.862772248133648,62,0,San Jose,Commercial,Wood,Planning
4353673.652218294,49.45220342577891,251,11,Houston,Residential,Concrete,Planning
795491.9869208259,16.53571377141214,18,1,Los Angeles,Commercial,Brick,Planning
1950261.7747632903,28.036727880099964,160,6,Houston,Industrial,Glass,Closing
809224.0554129152,11.305276360899446,50,1,Dallas,Infrastructure,Concrete,Execution
2582594.596279586,27.076911346714,199,7,San Antonio,Commercial,Glass,Planning
255671.09997454216,6.015523722647616,62,1,Philadelphia,Industrial,Brick,Execution
2190627.326782649,21.43562082600912,138,5,San Antonio,Residential,Glass,Planning
1824403.482648688,15.8655982298007,145,5,New York,Residential,Brick,Execution
2153216.055676938,26.13466611942154,148,5,Los Angeles,Industrial,Brick,Execution
1852894.0114820467,26.18046587605219,172,6,Los Angeles,Industrial,Wood,Closing
4374453.218783099,38.55980563038962,278,8,Phoenix,Residential,Brick,Planning
4539226.291804781,35.47965855132,219,10,San Antonio,Commercial,Wood,Closing
2006400.8298131533,16.232910648269083,159,4,Los Angeles,Infrastructure,Concrete,Planning
2989519.109884506,38.520527581277456,225,8,San Jose,Infrastructure,Glass,Planning
2225210.0501544336,19.74303138205757,115,6,Houston,Commercial,Wood,Closing
4481108.2571116,42.09804986012059,233,11,New York,Industrial,Steel,Closing
2032114.7962099728,20.01523010076708,159,6,Los Angeles,Commercial,Steel,Closing
4601117.848367175,47.44556554164145,295,10,Los Angeles,Residential,Concrete,Closing
4690003.165733929,41.215023610272,219,10,Philadelphia,Infrastructure,Concrete,Planning
3404861.9246573704,23.184129977035948,204,7,San Jose,Industrial,Steel,Execution
1987172.3306814013,21.6438120515174,156,5,New York,Infrastructure,Steel,Closing
912505.1644788396,16.781200142854114,49,2,Houston,Industrial,Brick,Closing
4642542.405772266,30.58424895970708,243,10,Chicago,Industrial,Glass,Planning
798392.4543132068,0.4335987767110101,16,0,San Diego,Residential,Concrete,Execution
2669022.5127543407,25.19976852360268,198,8,New York,Industrial,Glass,Execution
1068637.3253278793,7.443921617844074,30,1,San Jose,Infrastructure,Concrete,Execution
4220842.159561503,42.956746208792,236,10,San Diego,Residential,Brick,Closing
3178039.6822249573,35.17624667361876,163,7,San Antonio,Industrial,Steel,Execution
1883895.3100390555,22.94289202210305,183,5,Philadelphia,Residential,Steel,Closing
940800.3526986404,13.25695625652899,44,2,Los Angeles,Industrial,Steel,Planning
3093334.196393216,37.6050311357969,181,10,San Jose,Industrial,Concrete,Planning
724416.4817038467,5.222297796997872,18,1,New York,Commercial,Steel,Closing
2855652.4893325493,30.88410436069699,189,8,Philadelphia,Industrial,Brick,Execution
1972308.8032032447,13.878508818553172,146,4,Phoenix,Industrial,Steel,Closing
2808712.7246363983,32.362031389401885,230,8,San Diego,Industrial,Brick,Planning
3219293.8467621766,26.87161356251893,174,8,New York,Commercial,Concrete,Planning
3136665.798562214,28.9534309021032,221,10,Phoenix,Infrastructure,Glass,Planning
2953196.028178604,32.33179187223168,220,8,San Diego,Industrial,Brick,Execution
2995289.5698251524,29.12822871048582,205,8,San Antonio,Residential,Glass,Execution
2924960.7239352125,28.41142451621883,226,9,San Jose,Residential,Brick,Planning
505574.4382216109,13.56499215086194,45,1,Los Angeles,Commercial,Concrete,Execution
875133.4695530012,5.714212217918587,29,1,Los Angeles,Commercial,Brick,Execution
2726336.992233438,39.93637999615404,218,8,Dallas,Commercial,Glass,Planning
3081721.461540353,28.46095764430558,183,7,Phoenix,Infrastructure,Brick,Execution
3112576.172034871,25.60092823248973,240,7,San Antonio,Industrial,Glass,Planning
2934421.0566974166,30.775953419294897,217,7,New York,Commercial,Wood,Closing
4672327.224899589,40.69530199326709,218,9,Phoenix,Industrial,Brick,Execution
4225428.109703788,41.75739950176101,210,10,San Jose,Commercial,Glass,Execution
4222291.489233757,31.99864447748145,226,10,San Antonio,Residential,Wood,Closing
4655869.8007810665,39.80490240311228,242,8,San Antonio,Industrial,Steel,Closing
598729.8509431393,2.888731452011629,37,0,San Antonio,Industrial,Concrete,Planning
2839992.287120471,29.682377126923225,225,8,Dallas,Commercial,Brick,Closing
4423436.562077406,39.38135526862582,242,9,Dallas,Commercial,Brick,Closing
826813.0897878614,9.836526259529537,9,1,Chicago,Commercial,Brick,Closing
4898310.660440947,35.839693475750714,239,10,Los Angeles,Industrial,Steel,Planning
4655031.098806957,42.76520042926179,255,10,Houston,Infrastructure,Wood,Planning
4772512.57054249,48.20307281744144,313,9,Los Angeles,Residential,Brick,Planning
3134572.247193364,32.95907066870689,193,7,San Antonio,Infrastructure,Steel,Planning
606939.2581480064,13.39798874467338,35,1,New York,Commercial,Glass,Closing
801944.5003442963,5.478416874477957,63,0,Dallas,Industrial,Wood,Execution
3018350.4968896746,31.261201982133382,198,8,Chicago,Industrial,Steel,Execution
4835278.605441641,35.272465600286345,227,11,New York,Commercial,Wood,Closing
2962175.921844593,34.6082505596223,197,10,Houston,Industrial,Steel,Execution
918128.7097977448,6.736880103488046,41,0,Houston,Commercial,Brick,Execution
2412300.71532728,26.04183115296572,170,6,Dallas,Commercial,Steel,Closing
2033872.164807216,12.9314275154751,148,4,Phoenix,Residential,Wood,Execution
1871290.0335365075,25.149804087905807,143,5,Los Angeles,Infrastructure,Glass,Planning
824229.1746742618,6.980074066420897,52,1,San Diego,Industrial,Steel,Execution
614615.5999388082,13.05838144420434,71,2,Los Angeles,Infrastructure,Glass,Execution
916067.1633088492,5.719580870455664,51,1,Houston,Commercial,Wood,Closing
1043129.7537843108,8.871118497567322,51,0,Phoenix,Residential,Steel,Closing
817699.2814988828,7.923560430495994,63,3,San Jose,Industrial,Brick,Closing
854388.3131233795,11.48492336616593,55,1,New York,Infrastructure,Concrete,Execution
4740052.3499477655,37.68419318957301,242,11,San Jose,Infrastructure,Wood,Planning
2174259.459491449,13.270101598766257,153,7,Chicago,Residential,Steel,Closing
4628108.587014955,40.61539100828091,248,9,San Jose,Infrastructure,Concrete,Execution
2139390.880902147,18.33090255121995,173,5,San Jose,Residential,Glass,Planning
2678467.7945763883,30.923702894478623,240,8,Chicago,Industrial,Concrete,Execution
3049861.7191283456,35.225442370423764,203,8,San Diego,Infrastructure,Concrete,Planning
2278493.060012866,18.749767427005235,156,5,San Jose,Infrastructure,Concrete,Closing
1936189.2128666765,16.019870715982556,172,5,Los Angeles,Infrastructure,Steel,Closing
3125101.603366208,34.42615741494495,188,8,Phoenix,Infrastructure,Wood,Closing
1779326.6787652252,9.235547035237586,158,7,New York,Infrastructure,Concrete,Planning
4514639.398200339,39.2487850560087,274,10,San Jose,Industrial,Wood,Planning
3124441.4288086803,24.30583441109616,221,8,Houston,Commercial,Brick,Execution
2463865.907996339,21.96658919697186,154,5,Dallas,Industrial,Concrete,Closing
1877646.181818943,19.81481601475794,141,4,Los Angeles,Commercial,Brick,Execution
1940487.2993280017,26.878534066558096,147,5,Phoenix,Commercial,Glass,Planning
3135874.656591301,24.25602982420672,213,8,New York,Infrastructure,Wood,Closing
767409.4136476342,8.504963247670663,52,0,Dallas,Infrastructure,Concrete,Closing
2908775.834505162,30.90713310056985,212,7,Philadelphia,Infrastructure,Wood,Closing
3004177.297659192,31.153504528593416,175,7,San Diego,Commercial,Concrete,Planning
2061610.1079008204,18.041757162891045,155,5,San Diego,Commercial,Concrete,Planning
4924954.280603392,46.656695309942016,288,9,New York,Commercial,Glass,Execution
3100133.144276242,30.2488684359048,200,7,Philadelphia,Industrial,Concrete,Planning
2192775.823358982,31.05261500795676,139,4,San Diego,Industrial,Concrete,Closing
659986.9057041513,13.114249661737494,29,1,San Jose,Industrial,Wood,Planning
3199314.102115889,27.66752310385901,213,8,Phoenix,Residential,Steel,Execution
2017681.3772583688,27.38765040527631,127,5,San Diego,Commercial,Wood,Execution
1989021.199876743,21.427770374288286,160,6,Phoenix,Residential,Steel,Planning
1771254.7585358676,20.542798528882617,149,5,San Antonio,Commercial,Glass,Execution
577917.3269432095,8.077222278850874,70,0,Philadelphia,Infrastructure,Wood,Planning
2190625.0090752174,22.565427100486467,165,6,Philadelphia,Industrial,Wood,Closing
641016.18263821,11.995680571760357,49,2,Chicago,Industrial,Brick,Closing
627696.4394016103,2.9666945157588884,32,0,Houston,Infrastructure,Steel,Closing
2064615.8546232053,18.738232489368563,144,3,New York,Residential,Concrete,Planning
3361861.269946622,28.90977052303813,183,7,San Jose,Infrastructure,Wood,Planning
2875130.922057356,29.07737321172075,188,6,Chicago,Infrastructure,Steel,Planning
4716538.210777415,37.64437674091061,248,11,Philadelphia,Commercial,Concrete,Closing
963334.9379178308,15.846477952228364,78,2,Dallas,Infrastructure,Concrete,Planning
786373.251011699,11.24110293150168,41,0,Philadelphia,Residential,Glass,Closing
3052804.016266734,36.36176750053384,215,8,Phoenix,Infrastructure,Steel,Planning
706065.6224324976,11.785562857558732,80,0,Houston,Commercial,Brick,Planning
2111120.89320069,20.447903406276243,146,5,San Jose,Commercial,Concrete,Planning
2221105.186591597,25.9351515278019,163,4,Phoenix,Residential,Brick,Planning
1996072.440214664,22.762449772085738,154,6,San Jose,Industrial,Glass,Execution
