length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
94.0,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,3,33,2
30.0,Unreinforced Concrete,Arch,Well drained,5.9,5.5,0.0,Slightly Decomposed Plant Material,,1,73,2
45.0,Corrugated Steel,Round,Very poorly drained,16.8,7.2,0.0,Silt Loam,,4,59,2
28.8,Unreinforced Concrete,Box,Well drained,13.5,8.2,4.0,Loam,,1,61,2
29.7,Unreinforced Concrete,Box,Well drained,18.5,8.0,22.0,Silty Clay Loam,,1,53,2
50.0,Steel Plate,Round,Well drained,3.3,8.1,0.7,Extremely Cobbly Loam,,3,6,2
268.0,Corrugated Steel,Round,Well drained,23.4,6.2,0.0,Silt Loam,,4,50,2
152.0,Corrugated Steel,Round,Well drained,13.0,5.3,0.0,Silt Loam,,4,81,2
58.0,Reinforced Concrete,Box,Well drained,13.3,7.3,0.7,Loam,,1,29,2
30.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,8.8,4.4,0.0,Moderately Decomposed Plant Material,,2,6,2
22.0,Corrugated Steel,Round,Well drained,15.8,8.3,0.1,Clay,,1,38,2
54.2,Steel Plate,Arch,Poorly drained,2.1,7.2,0.0,Variable,Frequent,1,44,2
25.0,Unreinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,57,2
44.0,Corrugated Steel,Round,Well drained,15.7,7.0,0.0,Silt Loam,Occasional ,4,58,2
28.0,Corrugated Steel,Round,Poorly drained,4.6,7.2,0.0,Fine Sandy Loam,Occasional,1,64,2
40.0,Poly Vinyl Chloride,Round,Moderately well drained,16.4,5.0,0.0,Silt Loam,,4,27,2
42.7,Unreinforced Concrete,Box,Well drained,12.7,7.6,1.0,Silt Loam,rare,1,27,2
62.7,Unreinforced Concrete,Box,Well drained,10.5,7.2,0.0,Sandy Loam,,1,16,2
25.2,Unreinforced Concrete,Arch,Well drained,10.8,7.2,0.0,Gravelly Loam,,1,74,2
24.0,Unreinforced Concrete,Box,Well drained,3.2,6.9,0.0,Very Cobbly Sandy Loam,,1,70,2
50.0,Steel Plate,Round,Well drained,3.3,8.1,0.7,Extremely Cobbly Loam,,3,6,2
86.0,Corrugated Steel,Round,Well drained,11.2,6.5,0.0,Silt Loam,Occasional ,4,50,2
28.8,Unreinforced Concrete,Box,Well drained,13.5,8.2,4.0,Loam,,1,61,2
23.8,Unreinforced Concrete,Box,Well drained,5.6,7.0,0.1,Sandy Loam,,1,65,2
21.0,Unreinforced Concrete,Box,Well drained,18.3,7.8,2.3,Clay Loam,,1,95,2
32.1,Unreinforced Concrete,Box,Somewhat excessively drained,2.3,7.2,0.0,Variable,Occasional,1,54,2
33.0,Unreinforced Concrete,Box,Well drained,13.3,8.2,0.0,Fine Sandy Loam,,1,55,2
123.0,Unreinforced Concrete,Box,Well drained,10.5,7.5,1.0,Loam,,1,52,2
35.0,Corrugated Steel,Round,Well drained,14.0,8.1,0.0,Fine Sandy Loam,,1,64,2
188.0,Reinforced Concrete,Round,Moderately well drained,16.3,6.5,0.0,Silt Loam,,4,58,2
308.0,Corrugated Steel,Round,Well drained,15.9,7.9,0.0,Silt Loam,,4,38,2
20.0,Unreinforced Concrete,Box,Well drained,14.4,8.2,1.8,Loam,,1,17,2
94.0,Corrugated Steel,Arch,Somewhat poorly drained,17.5,8.7,9.8,Silt Loam,,3,32,2
43.0,Unreinforced Concrete,Box,Well drained,12.8,8.3,1.7,Loam,Occasional,1,51,2
29.0,Unreinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,38,2
500.0,Corrugated Steel,Round,Moderately well drained,21.8,6.4,0.0,Silty Clay Loam,,4,54,2
22.5,Unreinforced Concrete,Box,Well drained,12.0,8.5,2.9,Fine Sandy Loam,,1,66,2
44.0,Poly Vinyl Chloride,Arch,Well drained,20.8,7.9,0.6,Clay Loam,,1,83,2
168.0,Reinforced Concrete,Round,Well drained,11.0,7.9,0.0,Silt Loam,Occasional ,4,55,2
20.0,Reinforced Concrete,Box,Well drained,12.9,8.0,0.1,Sandy Loam,,1,26,2
60.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,13.7,6.7,0.0,Silt Loam,Frequent,4,12,2
47.6,Steel Plate,Arch,Well drained,7.3,7.2,0.0,Sandy Loam,,1,63,2
155.0,Corrugated Steel,Round,Well drained,21.3,6.6,0.0,Loam,,4,61,2
35.0,Reinforced Concrete,Box,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,60,2
61.5,Unreinforced Concrete,Box,Well drained,13.3,8.2,1.0,Clay Loam,,1,35,2
29.8,Unreinforced Concrete,Box,Somewhat excessively drained,4.8,7.0,0.0,Loamy Sand,,1,30,2
33.0,Unreinforced Concrete,Box,Well drained,8.5,9.1,8.9,Fine Sandy Loam,,1,16,2
20.0,Reinforced Concrete,Box,Well drained,12.9,8.0,0.1,Sandy Loam,,1,26,2
42.0,Corrugated Steel,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,7,2
29.5,Unreinforced Concrete,Box,Poorly drained,9.0,8.2,3.7,Variable,Occasional,1,73,2
54.2,Steel Plate,Arch,Poorly drained,2.1,7.2,0.0,Variable,Frequent,1,44,2
21.0,Unreinforced Concrete,Box,Well drained,14.3,7.4,0.0,Loam,,1,88,2
31.0,Unreinforced Concrete,Box,Well drained,19.7,7.9,0.8,Clay Loam,,1,36,2
39.0,Corrugated Steel,Round,Well drained,11.6,7.9,0.0,Silt Loam,,1,64,2
60.0,Corrugated Steel,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,59,2
60.0,Steel Plate,Round,Somewhat poorly drained,7.4,8.7,20.9,Silt Loam,,3,33,2
40.0,Poly Vinyl Chloride,Round,Well drained,20.3,5.6,0.0,Silty Clay Loam,,4,24,2
23.8,Unreinforced Concrete,Box,Somewhat excessively drained,4.2,7.8,0.8,Loam,Occasional,1,66,2
44.0,Unreinforced Concrete,Box,Well drained,12.7,8.0,0.0,Silt Loam,,1,56,2
173.0,Corrugated Steel,Round,Somewhat poorly drained,11.7,5.7,0.0,Silt Loam,Occasional ,4,60,2
488.0,Corrugated Steel,Round,Well drained,16.1,5.0,0.0,Silt Loam,,4,46,2
194.0,Corrugated Steel,Round,Well drained,23.4,6.2,0.0,Silt Loam,,4,54,2
44.0,Unreinforced Concrete,Box,Poorly drained,7.2,6.9,1.0,Loam,rare,1,46,2
143.6,Unreinforced Concrete,Box,Somewhat excessively drained,3.0,7.0,0.0,Loamy Coarse Sand,Frequent,1,22,2
40.0,Poly Vinyl Chloride,Round,Moderately well drained,16.7,6.9,0.0,Silt Loam,,4,20,2
88.0,Unreinforced Concrete,Box,Poorly drained,8.0,8.2,1.4,Sandy Loam,Occasional,1,46,2
112.0,Corrugated Steel,Round,Moderately well drained,23.0,6.1,0.0,Silt Loam,,4,50,2
30.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Silt Loam,,2,46,2
67.0,Unreinforced Concrete,Box,Well drained,12.8,8.3,1.7,Loam,Occasional,1,48,2
25.0,Unreinforced Concrete,Box,Well drained,14.2,7.6,0.4,Loam,rare,1,47,2
30.0,Corrugated Steel,Round,Moderately well drained,7.6,6.2,0.0,Loam,,2,46,2
25.0,Unreinforced Concrete,Arch,Moderately well drained,8.2,6.7,0.0,Variable,rare,1,74,2
24.0,Reinforced Concrete,Box,Well drained,13.9,8.3,1.9,Fine Sandy Loam,rare,1,25,2
93.0,Corrugated Steel,Round,Well drained,15.2,9.1,12.0,Silty Clay Loam,,3,38,2
23.0,Unreinforced Concrete,Box,Well drained,11.0,7.9,0.0,Loam,,1,65,2
29.7,Unreinforced Concrete,Box,Well drained,8.7,8.0,0.9,Fine Sandy Loam,,1,53,2
22.5,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,50,2
21.3,Unreinforced Concrete,Box,Well drained,11.9,8.0,0.6,Loam,,1,59,2
23.0,Unreinforced Concrete,Box,Well drained,10.3,8.9,9.6,Loam,,1,42,2
65.0,Corrugated Steel,Arch,Well drained,13.4,7.4,1.0,Silt Loam,,3,38,2
326.0,Unreinforced Concrete,Box,Well drained,13.8,8.0,0.0,Silt Loam,,1,54,2
173.0,Corrugated Steel,Round,Somewhat poorly drained,11.7,5.7,0.0,Silt Loam,Occasional ,4,60,2
29.0,Unreinforced Concrete,Box,Well drained,11.3,7.9,1.0,Loam,rare,1,84,2
44.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,2
190.0,Reinforced Concrete,Round,Moderately well drained,21.8,5.6,0.0,Silt Loam,,4,49,2
21.0,Unreinforced Concrete,Box,Poorly drained,7.2,7.5,0.2,Loam,Occasional,1,23,2
46.8,Corrugated Steel,Round,Well drained,24.2,8.2,1.0,Clay,,1,32,2
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,12,2
268.0,Corrugated Steel,Round,Well drained,23.4,6.2,0.0,Silt Loam,,4,50,2
188.0,Reinforced Concrete,Round,Poorly drained,17.0,6.6,0.0,Silt Loam,Frequent,4,60,2
48.0,Reinforced Concrete,Round,Well drained,9.2,8.6,1.0,Silt Loam,,3,30,2
50.0,Corrugated Steel,Round,Very poorly drained,20.4,7.0,0.0,Silty Clay Loam,,4,43,2
120.0,Reinforced Concrete,Box,Very poorly drained,22.1,7.2,0.0,Silty Clay Loam,,4,88,2
21.0,Unreinforced Concrete,Box,Well drained,15.8,8.3,10.0,Clay,,1,89,2
23.8,Unreinforced Concrete,Box,Somewhat excessively drained,4.2,7.8,0.8,Loam,Occasional,1,66,2
21.0,Unreinforced Concrete,Box,Well drained,14.0,8.2,0.9,Silt Loam,,1,89,2
21.0,Unreinforced Concrete,Box,Well drained,8.2,6.9,0.0,Coarse Sandy Loam,,1,96,2
40.0,Corrugated Steel,Round,Well drained,9.3,4.6,0.0,Moderately Decomposed Plant Material,,4,36,2
30.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,8.8,4.4,0.0,Moderately Decomposed Plant Material,,2,6,2
94.0,Reinforced Concrete,Round,Somewhat excessively drained,3.9,7.5,1.0,Gravely Fine Sandy Loam,,3,9,2
50.0,Corrugated Steel,Round,Moderately well drained,19.3,5.2,0.0,Silt Loam,,4,55,2
144.0,Corrugated Steel,Round,Well drained,14.7,5.2,0.0,Slighlty Decomposed Plant Material,,4,79,2
34.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,13,2
102.0,Corrugated Steel,Round,Well drained,7.8,8.5,1.0,Gravelly Loam,,3,43,2
54.2,Steel Plate,Arch,Poorly drained,2.1,7.2,0.0,Variable,Frequent,1,44,2
21.0,Unreinforced Concrete,Box,Well drained,20.5,8.2,0.1,Clay Loam,,1,86,2
50.0,Steel Plate,Round,Well drained,5.8,8.5,7.3,Gravelly Loam,,3,38,2
40.0,Corrugated Steel,Round,Well drained,12.9,5.6,0.0,Silt Loam,,4,12,2
32.0,Unreinforced Concrete,Box,Well drained,14.9,8.1,0.9,Loam,,1,64,2
24.2,Unreinforced Concrete,Box,Well drained,15.5,7.7,0.9,Clay Loam,,1,47,2
57.0,Corrugated Steel,Round,Well drained,11.3,4.8,0.0,Silt Loam,,4,49,2
23.0,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,74,2
49.0,Unreinforced Concrete,Box,Well drained,18.6,7.6,0.5,Clay Loam,,1,38,2
55.0,Corrugated Steel,Round,Well drained,23.0,7.6,0.8,Loam,,1,55,2
75.0,Corrugated Steel,Arch,Well drained,16.0,8.2,0.6,Very Fine Sandy Loam,,3,36,2
23.8,Unreinforced Concrete,Box,Well drained,12.4,8.2,0.0,Silt Loam,,1,51,2
81.7,Unreinforced Concrete,Box,Well drained,10.5,8.2,2.8,Very Cobbly Sandy Loam,,1,22,2
24.1,Reinforced Concrete,Box,Well drained,10.5,8.0,0.8,Loam,,1,17,2
59.8,Unreinforced Concrete,Box,Well drained,4.7,6.9,0.0,Stony Sandy Loam,,1,38,2
43.4,Unreinforced Concrete,Box,Well drained,17.6,8.1,0.5,Clay Loam,,1,54,2
123.0,Unreinforced Concrete,Box,Well drained,10.5,7.5,1.0,Loam,,1,52,2
37.0,Poly Vinyl Chloride,Round,Well drained,12.0,4.8,0.0,Silt Loam,,4,18,2
25.3,Unreinforced Concrete,Box,Well drained,18.0,8.2,0.9,Clay Loam,,1,98,2
39.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,60,2
36.9,Unreinforced Concrete,Box,Well drained,13.5,7.6,0.0,Loam,,1,84,2
47.0,Poly Vinyl Chloride,Round,Well drained,21.1,5.4,0.0,Silt Loam,,4,18,2
49.0,Unreinforced Concrete,Box,Well drained,18.6,7.6,0.5,Clay Loam,,1,38,2
21.0,Unreinforced Concrete,Box,Somewhat excessively drained,2.7,7.5,0.0,Sandy Loam,,1,85,2
22.2,Reinforced Concrete,Box,Well drained,14.6,8.3,0.4,Silt Loam,,1,34,2
39.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,60,2
230.0,Corrugated Steel,Round,Well drained,20.1,5.6,0.0,Very Stony Silty Clay Loam,,4,60,2
78.0,Unreinforced Concrete,Box,Somewhat poorly drained,11.2,7.2,0.0,Fine Sandy Loam,rare,1,37,2
43.0,Unreinforced Concrete,Box,Well drained,22.7,8.2,1.5,Clay Loam,,1,47,2
21.0,Unreinforced Concrete,Box,Moderately well drained,13.1,8.4,6.8,Silt Loam,rare,1,62,2
124.0,Corrugated Steel,Round,Poorly drained,25.5,6.7,0.0,Silty Clay Loam,,4,64,2
22.2,Reinforced Concrete,Box,Well drained,14.6,8.3,0.4,Silt Loam,,1,34,2
188.0,Corrugated Steel,Round,Well drained,23.4,6.8,0.0,Silty Clay Loam,,4,46,2
45.0,Unreinforced Concrete,Box,Moderately well drained,2.6,8.2,1.0,Gravelly Sandy Loam,,1,84,2
30.0,Poly Vinyl Chloride,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,6,2
24.3,Unreinforced Concrete,Box,Well drained,23.4,7.8,6.5,Clay Loam,,1,94,2
30.0,Unreinforced Concrete,Arch,Well drained,21.6,8.4,4.6,Clay Loam,,1,71,2
44.0,Unreinforced Concrete,Box,Poorly drained,7.6,8.2,0.0,Loamy Sand,,1,68,2
23.0,Unreinforced Concrete,Box,Well drained,15.5,9.0,8.3,Fine Sandy Loam,,1,58,2
24.1,Reinforced Concrete,Box,Well drained,10.5,8.0,0.8,Loam,,1,17,2
61.5,Unreinforced Concrete,Box,Well drained,13.3,8.2,1.0,Clay Loam,,1,35,2
40.0,Poly Vinyl Chloride,Round,Moderately well drained,16.4,5.0,0.0,Silt Loam,,4,27,2
94.0,High Density Polyethylene,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine Sandy Loam,rare,3,23,2
438.0,Corrugated Steel,Round,Well drained,9.9,6.5,0.0,Loam,Frequent,4,53,2
380.0,Corrugated Steel,Round,Somewhat poorly drained,11.9,8.3,1.2,Loam,,3,9,2
112.0,Corrugated Steel,Round,Moderately well drained,23.0,6.1,0.0,Silt Loam,,4,50,2
22.0,Unreinforced Concrete,Box,Excessively drained,1.0,7.9,0.9,Gravelly Sand,,1,55,2
30.0,Unreinforced Concrete,Arch,Well drained,5.9,5.5,0.0,Slightly Decomposed Plant Material,,1,73,2
60.0,Corrugated Steel,Round,Somewhat poorly drained,7.4,8.7,20.9,Silt Loam,,3,33,2
24.3,Unreinforced Concrete,Box,Well drained,6.6,7.9,0.0,Gravelly Loam,,1,76,2
34.4,Unreinforced Concrete,Box,Well drained,13.1,7.9,0.0,Loam,rare,1,58,2
21.0,Unreinforced Concrete,Box,Well drained,20.5,8.2,0.1,Clay Loam,,1,86,2
24.0,Reinforced Concrete,Box,Well drained,13.9,8.3,1.9,Fine Sandy Loam,rare,1,25,2
102.0,Aluminum,Round,Somewhat poorly drained,15.6,6.9,0.0,Silt Loam,Occasional ,4,19,2
42.5,Unreinforced Concrete,Box,Somewhat poorly drained,10.4,8.1,1.0,Clay Loam,Occasional,1,29,2
41.0,Unreinforced Concrete,Box,Well drained,6.4,5.0,0.0,Gravelly Loam,,1,42,2
23.0,Unreinforced Concrete,Box,Well drained,24.1,8.5,5.0,Clay,,1,57,2
23.0,Unreinforced Concrete,Box,Well drained,24.1,8.5,5.0,Clay,,1,57,2
22.6,Unreinforced Concrete,Box,Well drained,6.2,8.4,0.2,Cobbly Sandy Loam,,1,87,2
95.0,High Density Polyethylene,Round,Well drained,13.0,7.3,1.0,Very Fine Sandy Loam,,3,6,2
94.0,Reinforced Concrete,Round,Somewhat excessively drained,3.9,7.5,1.0,Gravely Fine Sandy Loam,,3,9,2
24.0,Poly Vinyl Chloride,Arch,Well drained,12.6,8.1,0.8,Silt Loam,,1,87,2
30.0,Corrugated Steel,Round,Moderately well drained,7.6,6.2,0.0,Loam,,2,46,2
76.0,Corrugated Steel,Ellipse/Squashed,Somewhat poorly drained,20.7,6.7,0.0,Loam,,4,53,2
296.0,Steel Plate,Round,Well drained,15.7,7.0,0.0,Silt Loam,Occasional ,4,6,2
46.8,Corrugated Steel,Round,Well drained,24.2,8.2,1.0,Clay,,1,32,2
168.0,Reinforced Concrete,Round,Well drained,11.0,7.9,0.0,Silt Loam,Occasional ,4,55,2
43.0,Unreinforced Concrete,Box,Well drained,12.8,8.3,1.7,Loam,Occasional,1,51,2
162.0,Corrugated Steel,Round,Well drained,17.8,6.1,0.0,Silty Clay Loam,,4,53,2
32.0,Unreinforced Concrete,Box,Well drained,19.7,7.9,0.8,Clay Loam,,1,32,2
94.0,Corrugated Steel,Round,Well drained,13.1,7.0,0.0,Cobbly Loam,,3,33,2
438.0,Corrugated Steel,Round,Well drained,9.9,6.5,0.0,Loam,Frequent,4,53,2
21.0,Unreinforced Concrete,Box,Well drained,8.2,6.9,0.0,Coarse Sandy Loam,,1,96,2
50.0,Corrugated Steel,Round,Well drained,8.1,8.3,1.0,Fine Sandy Loam,,3,33,2
43.0,Unreinforced Concrete,Box,Well drained,22.7,8.2,1.5,Clay Loam,,1,47,2
94.0,Corrugated Steel,Arch,Somewhat poorly drained,17.5,8.7,9.8,Silt Loam,,3,32,2
30.0,Unreinforced Concrete,Box,Poorly drained,9.0,8.2,3.7,Variable,Occasional,1,73,2
21.6,Unreinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,54,2
22.5,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,50,2
70.0,Corrugated Steel,Round,Well drained,14.4,8.5,1.0,Loam,,3,33,2
82.0,Unreinforced Concrete,Box,Somewhat poorly drained,10.5,8.2,1.2,Clay Loam,Occasional,1,31,2
21.0,Unreinforced Concrete,Box,Well drained,15.8,8.3,10.0,Clay,,1,83,2
94.0,Corrugated Steel,Round,Well drained,15.4,7.9,1.0,Silt Loam,,3,39,2
214.0,Corrugated Steel,Round,Well drained,21.5,5.7,0.0,Silt Loam,,4,37,2
21.0,Unreinforced Concrete,Box,Well drained,14.5,8.3,3.7,Silty Clay Loam,,1,33,2
94.0,Reinforced Concrete,Round,Excessively drained,2.9,8.2,3.1,Fine Sand,,3,17,2
40.5,Unreinforced Concrete,Box,Well drained,23.2,8.5,5.0,Silty Clay Loam,Occasional,1,46,2
42.0,Corrugated Steel,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,7,2
44.0,Unreinforced Concrete,Box,Poorly drained,7.2,6.9,1.0,Loam,rare,1,46,2
59.8,Unreinforced Concrete,Box,Well drained,4.7,6.9,0.0,Stony Sandy Loam,,1,38,2
70.0,Corrugated Steel,Round,Well drained,14.4,8.5,1.0,Loam,,3,33,2
500.0,Corrugated Steel,Round,Moderately well drained,21.8,6.4,0.0,Silty Clay Loam,,4,54,2
78.0,Corrugated Steel,Round,Somewhat poorly drained,17.4,6.0,0.0,Silt Loam,,4,57,2
650.0,Reinforced Concrete,Round,Somewhat poorly drained,18.6,8.7,5.1,Silt Loam,rare,3,17,2
21.0,Unreinforced Concrete,Box,Well drained,8.2,6.9,0.0,Coarse Sandy Loam,,1,96,2
22.0,Unreinforced Concrete,Box,Well drained,10.3,8.4,4.5,Loam,,1,54,2
22.1,Unreinforced Concrete,Box,Poorly drained,8.3,7.1,0.0,Variable,Occasional,1,22,2
49.0,Unreinforced Concrete,Box,Well drained,9.4,7.9,0.7,Sandy Loam,,1,29,2
500.0,Corrugated Steel,Round,Moderately well drained,21.8,6.4,0.0,Silty Clay Loam,,4,54,2
55.5,Unreinforced Concrete,Box,Well drained,7.2,7.5,0.0,Coarse Sandy Loam,,1,36,2
40.0,Corrugated Steel,Round,Poorly drained,3.3,6.0,0.0,Silt Loam,,2,30,2
30.0,Corrugated Steel,Round,Well drained,7.5,5.3,0.0,Fine Sandy Loam,,2,46,2
57.0,Unreinforced Concrete,Box,Well drained,19.8,8.2,4.4,Clay Loam,,1,29,2
40.0,Poly Vinyl Chloride,Round,Moderately well drained,16.4,5.0,0.0,Silt Loam,,4,27,2
92.0,Unreinforced Concrete,Box,Well drained,13.1,8.2,0.1,Loam,,1,44,2
53.0,Corrugated Steel,Round,Well drained,23.6,6.4,0.0,Silt Loam,,4,83,2
35.0,Corrugated Steel,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,21,2
24.0,Unreinforced Concrete,Box,Well drained,12.8,8.4,1.8,Loam,Occasional,1,57,2
222.0,Corrugated Steel,Round,Moderately well drained,11.6,6.2,0.0,Slighlty Decomposed Plant Material,,4,48,2
650.0,Reinforced Concrete,Round,Somewhat poorly drained,18.6,8.7,5.1,Silt Loam,rare,3,17,2
94.0,High Density Polyethylene,Round,Somewhat poorly drained,16.6,8.7,18.7,Sand,very rare,3,33,2
99.0,Corrugated Steel,Round,Well drained,10.1,7.4,0.0,Fine Sandy Loam,,1,51,2
35.0,Steel Plate,Arch,Well drained,8.9,8.2,0.0,Very Stony Loam,,1,64,2
56.5,Unreinforced Concrete,Box,Well drained,17.6,8.1,0.5,Clay Loam,,1,88,2
78.0,Corrugated Steel,Round,Somewhat poorly drained,17.4,6.0,0.0,Silt Loam,,4,57,2
30.0,Unreinforced Concrete,Arch,Well drained,5.9,5.5,0.0,Slightly Decomposed Plant Material,,1,73,2
100.0,Corrugated Steel,Ellipse/Squashed,Very poorly drained,19.7,5.3,0.0,Silt Loam,Frequent,4,59,2
23.8,Unreinforced Concrete,Box,Somewhat excessively drained,4.2,7.8,0.8,Loam,Occasional,1,66,2
36.0,Corrugated Steel,Round,Well drained,18.2,6.4,0.0,Silt Loam,,4,37,2
29.0,Unreinforced Concrete,Box,Moderately well drained,13.0,7.5,0.0,Loam,,1,54,2
100.0,Corrugated Steel,Round,Somewhat poorly drained,16.6,8.3,3.9,Silty Clay,,3,30,2
107.0,Steel Plate,Round,Somewhat poorly drained,19.8,7.1,0.0,Silt Loam,,4,87,2
37.9,Unreinforced Concrete,Box,Well drained,14.2,8.3,2.1,Silt Loam,,1,22,2
45.0,Corrugated Steel,Round,Well drained,7.4,8.5,1.0,Sandy Loam,,3,39,2
43.0,Unreinforced Concrete,Box,Well drained,12.8,8.3,1.7,Loam,Occasional,1,51,2
21.0,Unreinforced Concrete,Box,Well drained,23.2,8.5,5.0,Silty Clay Loam,Occasional,1,83,2
23.0,Unreinforced Concrete,Box,Well drained,11.0,7.9,0.0,Loam,,1,65,2
24.3,Unreinforced Concrete,Box,Well drained,6.6,7.9,0.0,Gravelly Loam,,1,76,2
20.0,Unreinforced Concrete,Arch,Well drained,13.3,8.2,6.0,Silt Loam,Frequent,1,52,2
24.3,Unreinforced Concrete,Box,Well drained,6.6,7.9,0.0,Gravelly Loam,,1,76,2
70.0,Poly Vinyl Chloride,Round,Moderately well drained,20.8,5.8,0.0,Silt Loam,,4,10,2
102.0,Corrugated Steel,Round,Well drained,7.8,8.5,1.0,Gravelly Loam,,3,43,2
42.7,Unreinforced Concrete,Box,Well drained,12.7,7.6,1.0,Silt Loam,rare,1,27,2
430.0,Corrugated Steel,Round,Well drained,23.4,6.8,0.0,Silty Clay Loam,,4,38,2
50.0,Poly Vinyl Chloride,Round,Moderately well drained,15.1,5.2,0.0,Silt Loam,,4,7,2
39.0,Corrugated Steel,Round,Well drained,22.1,4.9,0.0,Silty Clay Loam,,4,60,2
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,12,2
23.0,Unreinforced Concrete,Box,Well drained,10.3,8.9,9.6,Loam,,1,42,2
21.0,Unreinforced Concrete,Box,Well drained,13.0,7.8,0.5,Clay Loam,,1,35,2
42.0,Corrugated Steel,Arch,Moderately well drained,7.1,5.3,0.0,Silt Loam,Frequent,4,54,2
21.0,Unreinforced Concrete,Box,Well drained,12.2,7.9,0.8,Loam,,1,36,2
162.0,Unreinforced Concrete,Box,Well drained,13.1,7.9,0.0,Loam,rare,1,25,2
32.0,Unreinforced Concrete,Box,Well drained,14.8,7.8,0.0,Loam,,1,41,2
188.0,Reinforced Concrete,Round,Poorly drained,17.0,6.6,0.0,Silt Loam,Frequent,4,60,2
25.0,Corrugated Steel,Round,Well drained,13.3,8.2,1.0,Loam,,1,50,2
48.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,16.9,6.1,0.0,Silt Loam,,4,2,2
70.0,Steel Plate,Round,Moderately well drained,16.9,7.0,0.0,Silt Loam,,4,75,2
70.0,Reinforced Concrete,Round,Moderately well drained,15.5,5.9,0.0,Silt Loam,,4,72,2
82.0,Unreinforced Concrete,Box,Somewhat poorly drained,10.5,8.2,1.2,Clay Loam,Occasional,1,31,2
50.0,Corrugated Steel,Round,Moderately well drained,19.3,5.2,0.0,Silt Loam,,4,55,2
82.0,Unreinforced Concrete,Box,Somewhat poorly drained,10.5,8.2,1.2,Clay Loam,Occasional,1,31,2
44.4,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,69,2
32.0,Unreinforced Concrete,Box,Well drained,12.4,8.3,2.9,Silt Loam,,1,48,2
315.0,Corrugated Steel,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,41,2
94.0,Corrugated Steel,Round,Poorly drained,17.3,8.2,88.4,Silty Clay Loam,,3,33,2
123.0,Unreinforced Concrete,Box,Well drained,10.5,7.5,1.0,Loam,,1,52,2
48.0,Poly Vinyl Chloride,Round,Well drained,11.7,5.9,0.0,Silt Loam,,4,15,2
37.0,Unreinforced Concrete,Box,Well drained,15.7,8.1,1.0,Silty Clay Loam,very rare,1,53,2
40.0,Corrugated Steel,Ellipse/Squashed,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,30,2
49.0,Unreinforced Concrete,Box,Well drained,6.3,8.0,0.7,Sandy Loam,,1,35,2
225.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,19.8,7.1,0.0,Silt Loam,,4,117,2
25.3,Unreinforced Concrete,Box,Well drained,18.0,8.2,0.9,Clay Loam,,1,98,2
28.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,5,2
23.0,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,74,2
63.0,Corrugated Steel,Round,Well drained,11.7,5.3,0.0,Silt Loam,,4,58,2
60.0,Corrugated Steel,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,57,2
